prod-descr;prod-marca;prod-detalhe;prod-fps;toque seco;todos os tipos de pele;resistente à água;rápida absorção;textura leve;ação antioxidante;controle de oleosidade;possui textura;radicais livres;ácido hialurônico;efeito matte;oil free;oil control;pele oleosa;linhas de expressão;previne o envelhecimento;alta cobertura;previne rugas;uso diário;dermatologicamente testado;textura ultraleve;water gel
Protetor Solar Facial Dermage – Photoage Water FPS50 - 40g; Dermage;SEM DETALHE;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Dermage  Photoage Stick FPS 99 Cor Nude - Protetor Solar com Cor 12g ; Dermage ;Protetor solar com cor para todos os tipos de pele. Dermage Photoage Stick FPS 99 protege completamente a pele da ação dos raios UVA, UVB e luz visível, além de uniformizar o tom e ser adequado para os cuidados com o melasma. O Protetor Solar Dermage Photoage Stick FPS 99 possui alta cobertura com acabamento matte, sendo uma ótima opção para substituir a maquiagem. Também é ideal para quem pratica esportes, pois resiste a água e ao suor. ;99;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
 Dermage  Photoage Stick Incolor FPS 99 - Protetor Solar 12g ; Dermage ;Protetor solar facial para todos os tipos de pele. Dermage Photoage Stick Incolor conta com FPS 99 e FPUVA 34, é incolor e resistente à água.O Protetor Solar Dermage Photoage Stick Incolor também é resistente ao suor, por isso é indicado para o uso durante atividades físicas. Ele pode ser usado por crianças a partir dos 2 anos de idade. Além disso, não entope os poros, não deixa a pele oleosa e não provoca o aparecimento da acne.Este é um produto vegano, cruelty free, sem parabenos, óleos, álcool, lanolina e fragrâncias. Dermatologicamente testado. ;99;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
 Dermage  Photoage Water Color FPS 60 - Protetor Solar Facial 40g ; Dermage ;Protetor solar facial com cor. Dermage Photoage Water Color FPS 60 possui fórmula que não irrita os olhos, ajuda a proteger da luz azul.O Protetor Solar Facial Dermage Photoage Water Color FPS 60 também ajuda a reduzir os poros e proporcionar uma ação calmante e antioxidante para o rosto, podendo ser usado para todos os tipos de pele. Ele tem uma textura única Acqua Fluid, proporciona toque seco, rápida absorção, e vem com uma cor que serve para uniformizar o seu tom de pele, garantindo um efeito natural. Além de proteger, este protetor solar também tem ativos hidratantes e reconstrutores. Ainda proporciona proteção PPD e FPUVA23. O produto vem repleto de ativos que vão tratar a sua pele, como o Hialuronato de Sódio, a Nicotinamida, a Vitamina E e o Bisabolol, que são antioxidantes e vão impedir a irritação da pele.;60;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;Protetor solar facial. Dermage Photoage Water FPS50 cria uma película protetora invisível, que protege e cobre as irregularidades do rosto.O Protetor Solar Dermage Photoage Water FPS50 possui a fórmula enriquecida com Ácido Hialurônico e a tecnologia Double UV, que permitem uma proteção mais segura e eficaz. Além disso, ele não deixa a pele com aquela aparência esbranquiçada, pois possui rápida absorção e toque seco.Com toque seco, rápida absorção e textura ultraleve, o filtro solar Photoage Water é indicado para todos os tipos de pele, inclusive para a pele mista e pele oleosa. ;50;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
 Divcom pharma  Imecap Face Creme Antirrugas Dia FPS 30 com 35g ; Divcom pharma ;Imecap Face Creme Antirrugas Dia FPS 30 com 35gImecap® Face Creme Antirrugas Dia é um creme facial antirrugas com FPS 30. Um produto 2 em 1, enriquecido com Vitamina C que possui ação antioxidante, aumentando a firmeza e elasticidade da pele, prevenindo o envelhecimento precoce e diminuindo rugas e linhas de expressão. Sua formulação conta também com Ácido Hialurônico que hidrata a pele. Com fator de alta proteção UVA/UVB é perfeito para o seu dia a dia.Como usar: Com a pele limpa e seca, aplicar Imecap® Face Creme Antirrugas Dia ou Noite no rosto e pescoço massageando até completa absorção. Usar diariamente pela manhã ou à noite, respectivamente. Evitar a área de olhos e boca.;30;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
 Divcom pharma  Imecap Face Creme Antirrugas Noturno 35g ; Divcom pharma ;Imecap Face Creme Antirrugas Noturno 35gImecap® Face Creme Antirrugas Noite é um creme facial antirrugas noturno enriquecido com Vitamina C e Coenzima Q10, que clareia manchas, uniformiza e melhora a textura da pele. Sua fórmula possui ação antioxidante, aumentando a firmeza e elasticidade da pele, prevenindo o envelhecimento precoce e diminuindo rugas e linhas de expressão. Sua formulação conta também com Ácido Hialurônico que possui ação hidratante na pele.Como usar: Com a pele limpa e seca, aplicar Imecap® Face Creme Antirrugas Dia ou Noite no rosto e pescoço massageando até completa absorção. Usar diariamente pela manhã ou à noite, respectivamente. Evitar a área de olhos e boca.;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
 Ekilibre Amazônia  FPUVA 28 FPS 30 - Protetor Solar 90g ; Ekilibre Amazônia ;Protetor solar natural e vegano. Ekilibre Amazônia FPUVA 28 FPS 30 impede que pele sofra com os danos causados pelos raios UVA e UVB.O Protetor Solar Ekilibre Amazônia FPUVA 28 FPS 30 oferece um cuidado de alta performance, protegendo a pele do rosto e do corpo de maneira potente e durável. Com sua nova embalagem prática, e qualidade de sempre, é ideal para levar para todos os lugares que desejar, garantindo a saúde cutânea durante o dia todo.Seu FPS de 30 e UVA de 28 estão além do recomendado pela ANVISA, garantindo uma proteção robusta e equilibrada contra os raios nocivos do sol, mantendo a pele jovial e com vitalidade, longe de danos. Além disso, também hidrata a pele e atenua marcas, atendendo a todos os tipos de pele, de crianças a peles maduras, sem deixar resíduos esbranquiçados ou irritar os olhos.Sua composição vegana conta com bioativos, com ação eficiente, que não agride o meio ambiente, nem a saúde humana. Fabricado diretamente na Amazônia, este produto é uma opção essencial para quem considera indispensável o uso cosmético sustentável.*Produto livre de corantes, fragrâncias artificiais, silicones, conservantes sintéticos, liberadores de formol, triclosan, parabenos, óleo mineral, derivados de petróleo, álcool etílico e outros ingredientes nocivos para meio ambiente ou para seres humanos. Vegano e cruelty free.;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Creme para mãos Eucerin Anti-Pigment FPS30 - 75ml; Eucerin;O Anti-Pigment Mãos FPS30 tem na sua composição o ativo revolucionário e patenteado, o Thiamidol. Sua fórmula foi clínicamente e dermatologicamente comprovada para reduzir a hiperpigmentação e prevenir o seu reaparecimento, com o uso regular do produto.  O Anti-Pigment Mãos FPS 30, também reduz significativamente os sinais do envelhecimento e melhora a elasticidade e firmeza da pele. Sua textura creme, além de absorver rapidamente, hidrata por 24 horas. O FPS 30 previne manchas induzidas pelo sol.   Modo de Aplicação: Aplique diariamente sobre as mãos limpas e massageie bem por alguns instantes. Faça no máximo quatro aplicações de produtos com Thiamidol por dia. Uso externo. Não armazenar acima de 25ºC. Este produto não é um protetor solar. Indicado para todos os tipos de pele, para peles com marcas de envelhecimento e hiperpigmentação na região das mãos.   Reduz visivelmente marcas de envelhecimento e a hiperpigmentação das mãos com o uso regular.   Modo de uso: Aplique diariamente sobre as mãos limpas e massageie bem.;30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Creme para mãos Eucerin Anti-Pigment FPS30 - 75ml; Eucerin;brinde prada amostra prada paradoxe (Imagem ilustrativa);30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eucerin Sun Pigment Control FPS 60 Protetor Solar Facial 50ml - 50ml; Eucerin;SEM DETALHE;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eucerin Sun Pigment Control FPS 60 Protetor Solar Facial 50ml - 50ml; Eucerin;"A luz visível é a principal causadora dos danos na pele ocasionados pelo sol, mas as Luzes Visíveis de Alta Energia (HEVIS) também podem induzir os radicais livres que causam mais danos à pele. A luz solar desencadeia um aumento na produção de melanina, o que pode levar a problemas de hiperpigmentação, como manchas solares.  Eucerin Sun Fluido Anti-pigment FPS 60 é um protetor solar facial diário para todos os tipos de pele que ajuda a prevenir a hiperpigmentação causada pela exposição solar. EUCERIN desenvolveu uma proteção solar inovadora com ADVANCED SPECTRAL TECHONOLOGY, sistema de filtros UVA/UVB fotoestáveis (1) e proteção biológica das células - o antioxidante Licochalcona A protege as camadas mais profundas da epiderme e combate os radicais livres causados pela exposição às luzes UV e HEVIS. Enquanto o Ácido Glicirretínico ajuda na renovação dos mecanismos de defesa naturais do DNA celular.   A fórmula é ainda enriquecida com Thiamidol, um ativo eficaz e patenteado que atua na causa raiz da hiperpigmentação. Ele reduz visivelmente áreas hiperpigmentadas com o tempo e, quando usado regularmente, impede seu reaparecimento.  Eucerin Sun Fluido Anti-Pigment FPS 60 tem uma textura leve que seca rapidamente e é clinico e dermatologicamente testado, comprovando sua eficácia até para peles sensíveis. ""  ATENÇÃO:  IMPORTANTE: Por se tratar de um produto importado, a embalagem interna pode apresentar um FPS diferente da externa. Você encontra no produto a indicação ""FPS 50+"", ou seja, que a proteção dele é acima do fator 50. Como no Brasil, a legislação exige que indiquemos a proteção exata do protetor solar na embalagem externa, você encontra o FPS 60 na caixa. O produto passou por todos os testes que comprovam a proteção correspondente ao FPS 60 e foi devidamente regulamentado pelo órgão competente.";60;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
Protetor Solar Eucerin Sun Oil Control Tinted FPS 70 – 50g - Medio; Eucerin;"Eucerin Sun Oil Control Tinted FPS 70 é testado e desenvolvido para oferecer proteção solar inovadora com ADVANCED SPECTRAL TECHNOLOGY, sistema de filtros UVA/UVB fotoestáveis; proteção biológica das células - O antioxidante Licochalcona protege as camadas mais profundas da epiderme e combate os radicais livres causados pela exposição à luz visível; enquanto o Ácido Glicirretínico que ajuda na renovação dos mecanismos de defesa naturais do DNA celular.   Fórmula com pigmentos para uma dupla ação: Alta cobertura natural e imediata das imperfeições e impurezas da pele. Promove a defesa adicional contra a luz visível. Promove 12h no controle do brilho e oleosidade, alta cobertura e não transfere a cor. Proteção solar diária para pele mista, oleosa e acneica. Controle prolongado da oleosidade com efeito matificante de longa duração. Alta cobertura e não transfere a cor.  Modo de Uso:Aplique abundantemente 30 minutos antes da exposição ao sol e sempre que necessário. Reaplicar sempre, após sudorese intensa, nadar ou banhar-se, secar-se com toalha e durante a exposição ao sol. É necessária a reaplicação do produto para manter a sua efetividade. Evitar exposição ao sol das 10 às 16 horas. Evite exposição prolongada das crianças ao sol. Para crianças menores de 6 (seis) meses, consultar um médico. Ajuda a prevenir as queimaduras solares. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. Oferece muito alta proteção contra queimaduras solares e é indicado para pele extremamente sensível a queimadura solar. Filtros solares em contato com o tecido podem causar manchas.";70;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;"???? ? ?? ? ??? ??? ? ??? ??? ? ??? ??? ??? ? Sun Gel-Creme Oil Control FPS 60 proporciona proteção solar diária para pele oleosa e com tendência à acne. Eucerin desenvolveu uma proteção mais efetiva contra os danos induzidos pelo sol e é especificamente adaptada para a pele oleosa e com tendência à acne.   Com amplo espectro de proteção, sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células – o antioxidante Licochalcona A protege as células das camadas mais profundas da epiderme enquanto o Ácido Glicirretínico ajuda na renovação dos mecanismos de defesa naturais do DNA celular. Além disso, a Tecnologia Oil Control com toque seco e o ativo sebo regulador L-Carnitina, deixa sensação de pele matificada instantaneamente e oferece controle da produção de sebo resultando em uma pele menos oleosa.  Estudos clínicos comprovaram uma alta tolerabilidade de Sun Creme-Gel Oil Control FPS60, mesmo em pacientes com pele sensível e oleosa, propensa à acne.  A eficácia da formulação matificante com L-Carnitina, um regulador de oleosidade, e com pigmentos absorvedores de lipídeos foi também testada e avaliada em estudos de produto em uso (PIU).   A Marca: Eucerin, está associada ao pioneirismo na inovação de fórmulas para o cuidado da pele. Desde o início, a pesquisa e o desenvolvimento de produtos Eucerin estão ligados à pesquisa dermatológica. Há mais de 100 anos, Eucerin é uma das marcas pioneiras no desenvolvimento científico e inovação. Hoje, somos reconhecidos, como uma das principais e mais confiáveis marcas de dermocosméticos, recomendada por dermatologistas e farmacêuticos ao redor do mundo.  Indicado: Para pele oleosa e com tendência a acne.  Benefícios: - Muito alata protação UVA/UVB; - Efeito anti-brilho; - Textura ultra leve e não oleosa; - Rápida absorção; - Adequado para uso antes da maquiagem.  Modo de Usar: Aplicar abundantemente 30 minutos antes da exposição ao sol e sempre que necessário. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após a sudorese intensa, nadas ou banhar-se, secar-se com toalha durante a exposição ao sol.";60;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;"Sun Gel-Creme Oil Control FPS 60 proporciona proteção solar diária para pele oleosa e com tendência à acne. Eucerin desenvolveu uma proteção mais efetiva contra os danos induzidos pelo sol e é especificamente adaptada para a pele oleosa e com tendência à acne.   Com amplo espectro de proteção, sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células – o antioxidante Licochalcona A protege as células das camadas mais profundas da epiderme enquanto o Ácido Glicirretínico ajuda na renovação dos mecanismos de defesa naturais do DNA celular. Além disso, a Tecnologia Oil Control com toque seco e o ativo sebo regulador L-Carnitina, deixa sensação de pele matificada instantaneamente e oferece controle da produção de sebo resultando em uma pele menos oleosa.  Estudos clínicos comprovaram uma alta tolerabilidade de Sun Creme-Gel Oil Control FPS60, mesmo em pacientes com pele sensível e oleosa, propensa à acne.  A eficácia da formulação matificante com L-Carnitina, um regulador de oleosidade, e com pigmentos absorvedores de lipídeos foi também testada e avaliada em estudos de produto em uso (PIU).   A Marca: Eucerin, está associada ao pioneirismo na inovação de fórmulas para o cuidado da pele. Desde o início, a pesquisa e o desenvolvimento de produtos Eucerin estão ligados à pesquisa dermatológica. Há mais de 100 anos, Eucerin é uma das marcas pioneiras no desenvolvimento científico e inovação. Hoje, somos reconhecidos, como uma das principais e mais confiáveis marcas de dermocosméticos, recomendada por dermatologistas e farmacêuticos ao redor do mundo.  Indicado: Para pele oleosa e com tendência a acne.  Benefícios: - Muito alata protação UVA/UVB; - Efeito anti-brilho; - Textura ultra leve e não oleosa; - Rápida absorção; - Adequado para uso antes da maquiagem.  Modo de Usar: Aplicar abundantemente 30 minutos antes da exposição ao sol e sempre que necessário. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter sua efetividade. Reaplicar sempre, após a sudorese intensa, nadas ou banhar-se, secar-se com toalha durante a exposição ao sol.";60;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Protetor Solar Facial Eucerin - Sun Gel-Creme Oil Control FPS 60 - 52g; Eucerin;SEM DETALHE;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Hydro Fluid FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;Protetor solar facial. Eucerin Sun Hydro Fluid FPS 60 é indicado para todos os tipos de pele, possui textura hidro fluída que é confortável na pele e fácil de espalhar.O Protetor Solar Facial Eucerin Sun Hydro Fluid FPS 60 confere proteção solar inovadora com sistema de filtros fotoestáveis UVA/UVB de amplo espectro. Sua fórmula conta com ativos potentes que protegem e tratam a pele, prevenindo o envelhecimento causado por raios solares.;60;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Oil Control Creme-Gel FPS 60 - Protetor Solar Facial 50g ; Eucerin ;Protetor solar facial para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Creme-Gel FPS 60 traz alto fator de proteção e efeito matificante de longa duração.Protetor Solar Facial Eucerin Sun Oil Control Creme-Gel FPS 60 possui textura leve, de rápida absorção e toque seco. Conta com o poderoso antioxidante Licochalcona A que protege as células das camadas mais profundas da epiderme e combate os radicais livres, ao mesmo tempo que o Ácido Glicirretínico contribui para a renovação dos mecanismos de defesa naturais do DNA celular. Apresenta ainda a tecnologia Oil Control e com o ativo L-Carnitina, que deixa a sua pele com toque seco e matificada prontamente.;60;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;Protetor solar facial para peles oleosas e com tendência à acne. ?Eucerin Sun Oil Control FPS 30 traz efeito matificante de longa duração,ajuda a controlar a oleosidade e possui toque seco imediato.  Protetor Solar Facial ?Eucerin Sun Oil Control FPS 30 apresenta sistemas de filtros fotoestáveis UVA e UVB, com amplo espectro de proteção contra os raios solares. A tecnologia Oil Control e a presença de L-Carnitina dão ao produto a sensação do toque seco, auxiliando no controle da oleosidade da pele e deixando-a mais sequinha.Sua formulação também traz os efeitos do antioxidante Licochalcona A e do Ácido Glicirretínico, que protegem as camadas mais profundas da pele e restauram os mecanismos celulares de defesa.;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Oil Control Tinted FPS70 Claro - Protetor Solar Facial com Cor 50g ; Eucerin ;Protetor solar com cor para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Tinted oferece alta proteção, cobertura e controle do brilho e oleosidade, com efeito matificante de longa duração por até 12 horas.O Protetor Solar Eucerin Sun Oil Control Tinted cobre imediatamente imperfeições da pele, com a opção de dois tons, claro e médio, para uma pele mais uniforme. Além disso, fornece proteção adicional ao combate de radicais livres causados pela luz visível e garante rápida absorção e toque seco.;70;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Oil Control Tinted FPS70 Médio - Protetor Solar Facial com Cor 50g ; Eucerin ;Protetor solar com cor para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Tinted oferece alta proteção, cobertura e controle do brilho e oleosidade, com efeito matificante de longa duração por até 12 horas.O Protetor Solar Eucerin Sun Oil Control Tinted cobre imediatamente imperfeições da pele, com a opção de dois tons, claro e médio, para uma pele mais uniforme. Além disso, fornece proteção adicional ao combate de radicais livres causados pela luz visível e garante rápida absorção e toque seco.;70;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Pigment Control FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;Protetor solar facial para todos os tipos de pele, inclusive sensíveis e com áreas hiperpigmentadas. Com alta proteção, Eucerin Sun Pigment Control FPS 60 previne e reduz manchas causadas pelo sol.Protetor Solar FacialEucerin Sun Pigment Control FPS 60 possui a tecnologia Advanced Spectral Technology, um sistema de filtros UVA/UVB fotoestáveis que protege a natureza das células. Além de proteção e renovação celular, a fórmula ajuda a reduzir visivelmente áreas hiperpigmentadas e impedir seu reaparecimento.;60;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Pigment Control Tinted FPS70 Claro - Protetor Solar Facial com Cor 50ml ; Eucerin ;Protetor solar facial. Eucerin Sun Pigment Control Tinted FPS70 oferece proteção solar e combate os radicais livres causados pela exposição à luz visível.O Protetor Solar Eucerin Sun Pigment Control Tinted FPS70 foi desenvolvido para oferecer proteção solar inovadora através do ADVANCED SPECTRAL TECHNOLOGY, um sistema de filtros UVA/UVB fotoestáveis e proteção biológica das células. Seu uso protege as camadas mais profundas da epiderme e combate os radicais livres responsáveis pelo envelhecimento precoce da pele.Sua textura é leve, de rápida absorção e pode ser usada sob a maquiagem.;70;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eucerin  Sun Redutor de Linhas FPS 50 - Protetor Solar Facial 50g ; Eucerin ;Protetor solar facial para todos os tipos de pele. Eucerin Sun Fluido Redutor de Linhas FPS 50 traz alta proteção, suaviza rugas e melhora a aparência da pele.Protetor Solar FacialEucerin Sun Fluido Redutor de Linhas FPS 50 assegura proteção inovadora à exposição ao sol e hidratação intensa. Desenvolvido com a tecnologia Advanced Spectral, e sistema de filtros fotoestáveis UVA e UVB, seu espectro de proteção é ampliado.De leve e fácil aplicação, a fórmula também renova as defesas naturais da pele, devido à ação do Ácido Glicirretínico e combate os radicais livres com a ajuda do antioxidante Licochalcona A. Proporciona ainda uma pele hidratada, preenchida e com rugas suavizadas, tudo por conta do Ácido Hialurônico presente em sua composição.;50;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eudora  CC Cream Bege Intenso FPS 50 - Protetor Solar 40g ; Eudora ;          Proteção duradoura para curtir um dia de sol sem preocupação.O CC Cream Protetor Solar FPS50 tem textura leve e confortável, e além de tudo, deixa a pele sequinha.                     Com FPS 50, ajuda a prevenir e reduzir os sinais que causam envelhecimento e ainda disfarça as imperfeições.                             ;50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Eudora  Niina Secrets Niina Skin 12 em 1 FPS 50 - Sérum Facial Multiprotetor 30ml ; Eudora ;"Sérum facial para todos os tipos de pele. Eudora Niina Secrets Niina Skin 12 em 1 FPS 50 traz 12 benefícios em 1 produto para cuidar da pele e preparar para receber a maquiagem.O Sérum Facial Multiprotetor Eudora Niina Secrets Niina Skin 12 em 1 FPS 50 é indicado para tratar efazer a preparação da pele que vai receber a maquiagem e ainda protege o rosto contra os efeitos nocivos do sol.Inclui 12 benefícios em 1 produto e combina a exclusiva Tecnologia Skin Secrets com o ativo Bisabolol e FPS 50 que proporciona benefícios para a sua pele como:1- Proteção UVB;       2- FPUVA 18 | UVA+++;3- Textura ultra fluída e com toque seco;4- Controla a oleosidade ao longo do dia;5- Antioxidante: combate os radicais livres e previne o envelhecimento precoce;6- Uniformiza a textura da pele;7- Deixa a pele macia e suave;8- Protege contra a poluição;9- Minimiza os danos causados pelo infravermelho;10- Forma uma barreira que hidrata profundamente;11- Não deixa resíduos e nem muda a coloração da pele;12- Ele se adapta perfeitamente a todos os tons e tipos de pele.Nenhum produto Eudora é testado em animais.  ";50;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
 FQM  Protetor Solar Heliomax FPS 50 Fluido Sem Cor 50g ; FQM ;          Protetor Solar Heliomax FPS 50 Fluido 50g         ;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 FQM  Protetor Solar Heliomax FPS 70 Gel Creme Claro 50g ; FQM ;Protetor Solar Heliomax FPS 70 Gel Creme Claro 50gHeliomax FPS 70 Médio é um protetor solar em gel creme com cor para uso diário. Oferece muito alta proteção contra queimaduras solares e protege a pele contra danos causados pela exposição excessiva ao sol e luzes artificiais, com controle de oleosidade e brilho por 12 horas.Ação clareadora e uniformizadora.Alta cobertura de maquiagem.Não pesa e não craquela.Toque seco.Protege contra as luzes artificiais.Controla a oleosidade e brilho por 12 horas.Reduz a aparência dos poros.Efeito mate.Como usar: Aplicar antes de cada exposição solar. Reaplicar sempre que necessário.;70;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
 FQM  Protetor Solar Heliomax FPS 70 Médio Escuro 50g ; FQM ;Protetor Solar Heliomax FPS 70 Médio Escuro 50gHeliomax FPS 70 é um protetor solar em gel creme com cor para uso diário. Oferece muito alta proteção contra queimaduras solares e protege a pele contra danos causados pela exposição excessiva ao sol e luzes artificiais, com controle de oleosidade e brilho por 12 horas.Ação clareadora e uniformizadora.Alta cobertura de maquiagem.Não pesa e não craquela.Toque seco.Protege contra as luzes artificiais.Controla a oleosidade e brilho por 12 horas.Reduz a aparência dos poros.Efeito mate.Como usar: Aplicar antes de cada exposição solar. Reaplicar sempre que necessário.;70;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Clara - Protetor Hidratante Facial 40g ; Garnier ;"Protetor solar com cor para peles mistas e oleosas. Garnier SkinActive Uniform & Matte Vitamina C FPS 50 protege do sol e corrige, com efeito matte.O Protetor Hidratante Facial Garnier SkinActive Uniform & Matte Vitamina C FPS 50 conta com com alta eficácia dermatológica, por um preço acessível. Sua fórmula tudo em 1, traz diversos benefícios em um só produto: conta com ação antioxidante e anti-manchas, da Vitamina C; tecnologia antioleosidade - com resultado matte; proteção solar com FPS 50 e propriedade hidratante. Está disponível em 4 cores diferentes que, graças a sua Tecnologia Camaleão, adapta-se ao subtom da sua pele e garante uma cobertura uniforme, sem acabamento acinzentado ou esbranquiçado. Correção de imperfeições, com hidratação, controle de oleosidade e resultado anti-manchas em um único produto? Temos!Fórmula aprovada por dermatologistas.";50;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
 Garnier  SkinActive Uniform & Matte Vitamina C FPS50 Média - Protetor Hidratante Facial 40g ; Garnier ;"Protetor solar com cor para peles mistas e oleosas. Garnier SkinActive Uniform & Matte Vitamina C FPS 50 protege do sol e corrige, com efeito matte.O Protetor Hidratante Facial Garnier SkinActive Uniform & Matte Vitamina C FPS 50 conta com com alta eficácia dermatológica, por um preço acessível. Sua fórmula tudo em 1, traz diversos benefícios em um só produto: conta com ação antioxidante e anti-manchas, da Vitamina C; tecnologia antioleosidade - com resultado matte; proteção solar com FPS 50 e propriedade hidratante. Está disponível em 4 cores diferentes que, graças a sua Tecnologia Camaleão, adapta-se ao subtom da sua pele e garante uma cobertura uniforme, sem acabamento acinzentado ou esbranquiçado. Correção de imperfeições, com hidratação, controle de oleosidade e resultado anti-manchas em um único produto? Temos!Fórmula aprovada por dermatologistas.";50;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Protetor Solar Facial Hidratante Garnier Skin - Uniform & Matte Vitamina C FPS 50 - Negra; Garnier Skin;"Em busca de um protetor hidratante TUDO EM 1, com alta eficácia dermatológica por um preço acessível? O novo Protetor Hidratante Uniform & Matte Vitamina C com cor foi feito para você!  Tudo que você sempre sonhou em 1 só produto: corrige, reduz e previne manchas.  Disponível em 4 cores diferentes que, graças a sua tecnologia camaleão, se adapta ao subtom da sua pele e garante uma cobertura uniforme que não deixa um acabamento acinzentado ou esbranquiçado. Aprovado por dermatologistas, para todas nós!  Resultados vísiveis e comprados:  - Correção instantânea de manchas, pele uniforme.  - Redução de manchas garantida pela ação antioxidante da Vitamina C.  - Tecnologia antioleosidade que garante o efeito matte.  - Prevenção de manchas solares com o FPS 50  - Tecnologia Camaleão: a cor se adapta ao seu subtom de pele  Nossa tecnologia  - Vitamina C: Poderoso antioxidante que reduz marcas, imperfeições e uniformiza a pele  - FPS 50: Alta proteção solar contra raios UVA/UVB  - Tecnologia de Cor - Camaleão: Se adapta ao subtom da sua pele, garantindo uma cobertura uniforme sem deixar o acabamento acinzentado ou esbranquiçado.   - Tecnologia Antioleosidade - Silicair: Garante uma hidratação leve, efeito matte antioleosidade e uniformização da pele reduzindo a aparência de poros e deixando a pele com um aspecto mais liso.  Aprovado por dermatologistas, para todas nós!  Modo de uso:  Aplique abundantemente sobre a pele 30 minutos antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido.  Dica Garnier: Pode ser aplicado também pela noite! ;)";50;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
