prod-descr;prod-marca;prod-detalhe;prod_fps
 Cicatricure  Antissinais FPS50 Cor Clara - Protetor Solar Facial com Cor 40g ; Cicatricure ;Protetor solar facial com cor. Cicatricure Antissinais FPS50 previne os sinais visíveis do envelhecimento causados pelo sol, como rugas, linhas e marcas solares. O Protetor Solar Facial com Cor Cicatricure Antissinais FPS50 é ideal para uso diário e auxilia na prevenção dos sinais de envelhecimento relacionados à exposição solar, como marcas solares, rugas e linhas de expressão. Sua tecnologia foi desenvolvida para proporcionar uma alta proteção contra os raios UVA e UVB, graças à sua fórmula com Ácido Hialurônico e Pró-Colágeno. Ele também é dermatologicamente testado e resistente à água e ao suor. E por ter cor, oferece cobertura natural das imperfeições da pele, com um toque seco e efeito matte instantâneo.;50
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;Protetor solar facial com cor. Cicatricure Antissinais FPS50 previne os sinais visíveis do envelhecimento causados pelo sol, como rugas, linhas e marcas solares. O Protetor Solar Facial com Cor Cicatricure Antissinais FPS50 é ideal para uso diário e auxilia na prevenção dos sinais de envelhecimento relacionados à exposição solar, como marcas solares, rugas e linhas de expressão. Sua tecnologia foi desenvolvida para proporcionar uma alta proteção contra os raios UVA e UVB, graças à sua fórmula com Ácido Hialurônico e Pró-Colágeno. Ele também é dermatologicamente testado e resistente à água e ao suor. E por ter cor, oferece cobertura natural das imperfeições da pele, com um toque seco e efeito matte instantâneo.;50
 Cicatricure  Antissinais FPS50 Cor Média - Protetor Solar Facial com Cor 40g ; Cicatricure ;Protetor solar facial com cor. Previne os sinais visíveis do envelhecimento causados pelo sol, como rugas, linhas e marcas solares. O Protetor Solar Facial com Cor Cicatricure Antissinais FPS50 é ideal para uso diário e auxilia na prevenção dos sinais de envelhecimento relacionados à exposição solar, como marcas solares, rugas e linhas de expressão. Sua tecnologia foi desenvolvida para proporcionar uma alta proteção contra os raios UVA e UVB, graças à sua fórmula com Ácido Hialurônico e Pró-Colágeno. Ele também é dermatologicamente testado e resistente à água e ao suor. E por ter cor, oferece cobertura natural das imperfeições da pele, com um toque seco e efeito matte instantâneo.;50
 Cosmobeauty  Blur M FPS 75 PPD 30 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;Protetor solar com cor. Cosmobeauty Blur M FPS 75 PPD 30 confere alta cobertura, especial para peles com melasmas, sardas e marcas pós inflamatórias.O Protetor Solar com Cor Cosmobeauty Blur M FPS 75 PPD 30 proporciona o disfarce instantâneo de marcas pigmentadas na pele, conferindo uma cobertura impecável. Sua fórmula é leve, de rápida absorção e toque seco, não transfere, não borra, não escorre. Confere resistência à água, proteção UVA, UVB e contra luz visível, por até 18 horas. Além disso, contém ativo que hidratam intensamente, para uma pele mais saudável.Disponível nas tonalidades: Natural, Bege, Bege Médio, Bronze e Chocolate.;75
 Cosmobeauty  Blur O3 FPS 95 PPD 50 Bege Médio - Protetor Solar com Cor 50g ; Cosmobeauty ;Protetor solar com cor. Cosmobeauty Blur O3 confere alta proteção solar, estimula proteção do Colágeno na pele, reduzindo sinais da idade.O Protetor Solar com Cor Cosmobeauty Blur O3 é um grande sucesso da marca, por ser perfeito para te acompanhar no dia a dia, seja no trabalho, em casa ou na atividade física, pela sua resistência à água e ao suor. Sua fórmula contém ativos hidratantes e antioxidantes de alta performance que estimulam a vitalidade celular e promovem o disfarce instantâneo de rugas, linhas, poros dilatados, acne e desordens de pigmentação. Entrega uma cobertura perfeita, com toque seco e efeito matte maravilhoso na pele.;95
 Cosmobeauty  Blur O3 FPS 95 PPD 50 Natural - Protetor Solar com Cor 50g ; Cosmobeauty ;Protetor solar com cor. Cosmobeauty Blur O3 confere alta proteção solar, estimula proteção do Colágeno na pele, reduzindo sinais da idade.O Protetor Solar com Cor Cosmobeauty Blur O3 é um grande sucesso da marca, por ser perfeito para te acompanhar no dia a dia, seja no trabalho, em casa ou na atividade física, pela sua resistência à água e ao suor. Sua fórmula contém ativos hidratantes e antioxidantes de alta performance que estimulam a vitalidade celular e promovem o disfarce instantâneo de rugas, linhas, poros dilatados, acne e desordens de pigmentação. Entrega uma cobertura perfeita, com toque seco e efeito matte maravilhoso na pele.;95
 Cosmobeauty  Control Spec Filtro Solar Redutor de Poros FPS 40 30g - Bege ; Cosmobeauty ;Control Spec Peles Oleosas Redutor de Poros FPS40 PPD20 atua na melhora global da oleosidade da pele. Formulado com ingredientes que reduzem o diâmetro dos poros e atenuam sua aparência, age também no controle da oleosidade mantendo a pele sem brilho e com efeito matificado.Escolha seu tom, diretamente no anúncio (Bege ou Natural)Reduz o diâmetro dos porosControla a oleosidade da peleToque secoEfeito MateResistente a águaReduz imperfeiçõesMelhora texturaNão comedogênicoLivre de conservanteLivre de fragrânciaLivre de corantesOil freeATIVOSNelupureÁcido Salicílicop-RefinylHidro-Sílica AntibrilhoCOMO USARAplicar diretamente sobre a face o Control Spec Peles Oleosas Redutor de Poros e massagear até completa absorção.Rentabilidade: Média de 90 aplicações;40
 Cosmobeauty  Filtro Solar 18h Clarydefense FPS 50 PPD 20 50g ; Cosmobeauty ;Vulcan Ice Clarydefense Protetor solar clareador, possui ação multifuncional especialmente desenvolvido para proteger e clarear peles que apresentam alterações pigmentares.Desenvolvido para proteger e clarear a pele acometida por hipercromias como: melasmas, hiperpigmentações pós inflamatórias, melanose solar, efélides e fotoenvelhecimento.Possui toque seco de rápida absorção, oferece tecnologia de proteção térmica evitando o envelhecimento e a sensibilização cutânea causados pela alta temperatura.Proteção solar FPS 50 e UVA 20 com 18 horas de proteção.Promove a uniformização do tom da peleTem ação dermoprotetora, clareadora e antipoluiçãoToque seco de rápida absorçãoATIVOSSepiwhite: Possui alta eficácia clareadora da pele e controla a síntese da melanina.Belides: Atua em todas as etapas da formação exacerbada da melanina, promovendo um clareamento efetivo sobre as hipercromias. Reduz os danos inflamatórios causados pela exposição solar.Physasun: Possui ação antioxidante e combate o stress térmico causado pela radiação UV. Previne o envelhecimento precoce e a degradação celular.Wonderlight: Reduz a distribuição e o aprofundamento das hipercromias cutâneas.EPS White: Atua na proteção cutânea contra o surgimento de manchas decorrentes da poluição.Potente clareador para hipercromias já existentes.Butylresorcinol: Atua eficazmente no clareamento da pele. É eficaz na inibição de enzimas importantes na formação da melanina.Água Vulcânica: Atua na hidratação e regeneração da pele.COMO USARAplicar uma camada uniforme em toda a pele, reaplicar se necessário.Rentabilidade: Média de 100 aplicações;50
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bege ; Cosmobeauty ;"CARACTERÍSTICASSTICK BLUR FPS 75 PPD 25 - Base Stick com Ação Corretiva e Fotoprotetora, com a maior proteção do mercado!Corrige + Elimina Imperfeições + Protege + Toque Seco + Alta Cobertura + Resistente a Água + Efeito Mate Antibrilho + Rápida Secagem + Fácil Aplicação + Auxilia na Renovação da Pele.Possui alta cobertura como um efeito photoshop. Disfarça e camufla imperfeições como acnes, pequenas cicatrizes, poros dilatados, hipercromias, e, olheiras; toque seco e secagem rápida.PRINCIPAIS ATIVOSRetinol, Vitamina E e Sílicas Antibrilho.MODO DE USOAplicar uma camada uniforme em todo o rosto. Reaplicar se necessário.Rentabilidade: Média de 100 aplicações";75
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Bronze ; Cosmobeauty ;"CARACTERÍSTICASSTICK BLUR FPS 75 PPD 25 - Base Stick com Ação Corretiva e Fotoprotetora, com a maior proteção do mercado!Corrige + Elimina Imperfeições + Protege + Toque Seco + Alta Cobertura + Resistente a Água + Efeito Mate Antibrilho + Rápida Secagem + Fácil Aplicação + Auxilia na Renovação da Pele.Possui alta cobertura como um efeito photoshop. Disfarça e camufla imperfeições como acnes, pequenas cicatrizes, poros dilatados, hipercromias, e, olheiras; toque seco e secagem rápida.PRINCIPAIS ATIVOSRetinol, Vitamina E e Sílicas Antibrilho.MODO DE USOAplicar uma camada uniforme em todo o rosto. Reaplicar se necessário.Rentabilidade: Média de 100 aplicações";75
 Cosmobeauty  Filtro Solar Bastão Stick Blur Alta Cobertura FPS 75 18g - Natural ; Cosmobeauty ;"CARACTERÍSTICASSTICK BLUR FPS 75 PPD 25 - Base Stick com Ação Corretiva e Fotoprotetora, com a maior proteção do mercado!Corrige + Elimina Imperfeições + Protege + Toque Seco + Alta Cobertura + Resistente a Água + Efeito Mate Antibrilho + Rápida Secagem + Fácil Aplicação + Auxilia na Renovação da Pele.Possui alta cobertura como um efeito photoshop. Disfarça e camufla imperfeições como acnes, pequenas cicatrizes, poros dilatados, hipercromias, e, olheiras; toque seco e secagem rápida.PRINCIPAIS ATIVOSRetinol, Vitamina E e Sílicas Antibrilho.MODO DE USOAplicar uma camada uniforme em todo o rosto. Reaplicar se necessário.Rentabilidade: Média de 100 aplicações";75
 Cosmobeauty  Filtro Solar Blur A FPS 80 Anti Acne 50g - Bege ; Cosmobeauty ;BLUR A é um Protetor solar com FPS 80 e PPD 40, com toque seco, um protetor em forma de base corretiva, com alta cobertura, para disfarce e minimização das imperfeições da pele. Enriquecido com uma seleção de princípios ativos avançados com ação seborreguladora, antiacne, antioleosidade e retração dos poros cutâneos.Proporciona um tratamento multifuncional de proteção intensiva e controle inflamatório para a pele.Possui resistência à água, combate o envelhecimento, previne a pele das hipercromias e sequelas das peles oleosas e acneicas.PRINCIPAIS ATIVOSPartículas Soft Focus High Tech, Ácido Hialurônico, Niacinamida, Seborreguladores Orgânicos, EPS Seamat, Phycossacharide AC, UV Complex. Tecnologia: Ultra Protect ? 18 horas de proteção, BLUR ? Efeito Photoshop, Acne Control, Efeito Mate, Proteção Térmica, Antiglicante e Resistente a água.CARACTERÍSTICASTecnologia: Ultra Protect - 18 horas de proteção, BLUR - Efeito Photoshop, Acne Control, Efeito Mate, Proteção Térmica, Antiglicante e Resistente a água.INDICAÇÃOIndicado para a proteção, camuflagem e tratamento da pele oleosa, com presença de poros dilatados, cicatrizes e com tendência a acne.Recomendável para adolescentes e manifestações de acne adulta.;80
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Manchadas 50g - Bronze ; Cosmobeauty ;Filtro solar com base uniformizadora de alta cobertura indicada para proteção da pele que apresenta desordens pigmentares como melasmas, efélides (sardas) e pós inflamatórias.Disponível nas tonalidades: Natural, Bege, Bege Médio, Bronze e Chocolate.CARACTERÍSTICASResistente à água e ao suor. Tecnologia No Transfer: não transfere, não borra, não escorre.Dupla proteção: Proteção solar + Antipoluição.Possui um conjunto de ingredientes ativos que agem na prevenção e no clareamento de hipercromias faciais.Possui toque seco, rápida absorção e alta cobertura.Conceito Blur: Base corretiva de acabamento impecável. Resulta em uma pele uniforme, com alta cobertura de imperfeições como um efeito photoshop.ATIVOSPartículas Soft Focus High Tech: Disfarce óptico de imperfeições da pele.Ácido Hialurônico: Promove a hidratação e ação antienvelhecimento.Glycofilm: Possui ação antipoluição por atuar como um escudo protetor impedindo que partículas poluentes se aderem na pele.Glabridina: potente ação clareadora não sensibilizante, ação anti-inflamatória. Apresenta também fortes propriedades anti-envelhecimento e retratora de poros dilatados.Melanocontrol (Niacinamida + Alfa Arbutin): blend clareador de hipercromias cutâneas. Ação anti-inflamatória.;75
 Cosmobeauty  Filtro Solar Blur M FPS 75 Peles Melasma 50g - Natural Original ; Cosmobeauty ;Filtro solar com base uniformizadora de alta cobertura indicada para proteção da pele que apresenta desordens pigmentares como melasmas, efélides (sardas) e pós inflamatórias.Disponível nas tonalidades: Natural, Bege, Bege Médio, Bronze e Chocolate.CARACTERÍSTICASResistente à água e ao suor. Tecnologia No Transfer: não transfere, não borra, não escorre.Dupla proteção: Proteção solar + Antipoluição.Possui um conjunto de ingredientes ativos que agem na prevenção e no clareamento de hipercromias faciais.Possui toque seco, rápida absorção e alta cobertura.Conceito Blur: Base corretiva de acabamento impecável. Resulta em uma pele uniforme, com alta cobertura de imperfeições como um efeito photoshop.ATIVOSPartículas Soft Focus High Tech: Disfarce óptico de imperfeições da pele.Ácido Hialurônico: Promove a hidratação e ação antienvelhecimento.Glycofilm: Possui ação antipoluição por atuar como um escudo protetor impedindo que partículas poluentes se aderem na pele.Glabridina: potente ação clareadora não sensibilizante, ação anti-inflamatória. Apresenta também fortes propriedades anti-envelhecimento e retratora de poros dilatados.Melanocontrol (Niacinamida + Alfa Arbutin): blend clareador de hipercromias cutâneas. Ação anti-inflamatória.;75
 Cosmobeauty  Filtro Solar Stick Blur FPS 75 PPD 25 - 18g - Bege ; Cosmobeauty ;" STICK BLUR FPS 75 PPD 25 - Base Stick com Ação Corretiva e Fotoprotetora, com a maior proteção do mercado!Corrige + Elimina Imperfeições + Protege + Toque Seco + Alta Cobertura + Resistente a Água + Efeito Mate Antibrilho + Rápida Secagem + Fácil Aplicação + Auxilia na Renovação da Pele.Possui alta cobertura como um efeito photoshop. Disfarça e camufla imperfeições como acnes, pequenas cicatrizes, poros dilatados, hipercromias, e, olheiras; toque seco e secagem rápida.ATIVOSRetinol, Vitamina E e Sílicas Antibrilho.COMO USARAplicar uma camada uniforme em todo o rosto. Reaplicar se necessário.Rentabilidade: Média de 100 aplicações";75
 Cosmobeauty  Filtro Solar em Pó Compact Blur Efeito Mate FPS 65 - Bege ; Cosmobeauty ;CARACTERÍSTICASO Cosmoblock Color Compacto Blur é um pó compacto tonalizante com alta cobertura que protege a pele dos efeitos nocivos da radiação solar. Apresenta uma textura leve, acetinada que se difunde na pele, promovendo alta cobertura com ação anti-imperfeições.O uso diário auxilia na prevenção do envelhecimento cutâneo causado pela exposição solar.Conceito Blur:Pó corretivo de acabamento impecável. Resulta em uma pele uniforme, com alta cobertura de imperfeições como um efeito Photoshop.PRINCIPAIS ATIVOSPartículas Soft Focus High Tech, PhysasunRentabilidade: Média de 90 aplicaçõesMODO DE USOAplique na face até completa absorção;65
 Cosmobeauty  Pó com Filtro Compact Blur FPS 65 PPD 21+ 12g - Bege ; Cosmobeauty ;Pó Compacto com Alta Cobertura-Anti-Imperfeições Óptico-Efeito Mate-Previne o envelhecimento e o surgimento de hipercromias da pele causados pela ação danosa dos raios solares.O Cosmoblock Color Compacto Blur é um pó compacto tonalizante com alta cobertura que protege a pele dos efeitos nocivos da radiação solar. Apresenta uma textura leve, acetinada que se difunde na pele, promovendo alta cobertura com ação anti-imperfeições.O uso diário auxilia na prevenção do envelhecimento cutâneo causado pela exposição solar.Conceito Blur:Pó corretivo de acabamento impecável. Resulta em uma pele uniforme, com alta cobertura de imperfeições como um efeito Photoshop.ATIVOS– Partículas Soft Focus High Tech– PhysasunRentabilidade: Média de 90 aplicações;65
 Cosmobeauty  Pó com Filtro Compact Blur FPS 65 PPD 21+ 12g - Natural ; Cosmobeauty ;Pó Compacto com Alta Cobertura-Anti-Imperfeições Óptico-Efeito Mate-Previne o envelhecimento e o surgimento de hipercromias da pele causados pela ação danosa dos raios solares.O Cosmoblock Color Compacto Blur é um pó compacto tonalizante com alta cobertura que protege a pele dos efeitos nocivos da radiação solar. Apresenta uma textura leve, acetinada que se difunde na pele, promovendo alta cobertura com ação anti-imperfeições.O uso diário auxilia na prevenção do envelhecimento cutâneo causado pela exposição solar.Conceito Blur:Pó corretivo de acabamento impecável. Resulta em uma pele uniforme, com alta cobertura de imperfeições como um efeito Photoshop.ATIVOS– Partículas Soft Focus High Tech– PhysasunRentabilidade: Média de 90 aplicações;65
 Creamy  Watery Lotion FPS 60 - Protetor Solar Facial 50ml ; Creamy ;Protetor solar facial. Creamy Watery Lotion FPS 60 oferece alta proteção para a pele UVA PPD 25 contra a luz azul e luz visível. Indicado para todos os tipos de pele, principalmente as oleosas.O Protetor Solar FacialCreamy Watery Lotion FPS 60 possui toque seco, textura aquosa e rápida absorção. Seu efeito matte controla a oleosidade e o brilho excessivo. Possui alta resistência a água e ao suor, podendo ser usado no dia-a-dia e durante a prática de exercícios físicos ao ar livre. Não arde o olho e não possui cheiro.Testado e aprovado em peles sensíveis. Devido ao componente HYPSKIN® presenta na fórmula, causa efeito de suavidade, e calmante ,além de combater a vermelhidão.;60
 Darrow  Actine Colors FPS70 Pele Clara - Protetor Solar com Cor 40g ; Darrow ;Filtro solar facial com cor. Darrow Actine Colors FPS70 conta com toque seco e efeito uniformizador: ideal para peles oleosas e acneicas.Protetor Solar Darrow Actine Colors FPS70 possui ação antioxidante e garante alta proteção contra os raios UVA e UVB. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas brasileiros e expert em oferecer o melhor tratamento antioleosidade e antiacne. Apresenta fórmula com ativos seborreguladores, como Vitamina E e Sílica, além de pigmentos minerais, que previnem contra os efeitos da luz visível e minimizam os danos causados pelos raios infravermelhos. Ideal para manter sua pele livre de manchas, acne, brilho excessivo e envelhecimento precoce. Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos, perfume e não testada em animais.;70
 Darrow  Actine Colors FPS70 Pele Morena - Protetor Solar com Cor 40g ; Darrow ;Filtro solar facial com cor. Darrow Actine Colors FPS70 conta com toque seco e efeito uniformizador: ideal para peles oleosas e acneicas.Protetor Solar Darrow Actine Colors FPS70 possui ação antioxidante e garante alta proteção contra os raios UVA e UVB. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas brasileiros e expert em oferecer o melhor tratamento antioleosidade e antiacne. Apresenta fórmula com ativos seborreguladores, como Vitamina E e Sílica, além de pigmentos minerais, que previnem contra os efeitos da luz visível e minimizam os danos causados pelos raios infravermelhos. Ideal para manter sua pele livre de manchas, acne, brilho excessivo e envelhecimento precoce. Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos, perfume e não testada em animais.;70
 Darrow  Actine Colors FPS70 Pele Morena Mais - Protetor Solar com Cor 40g ; Darrow ;Filtro solar facial com cor. Darrow Actine Colors FPS70 conta com toque seco e efeito uniformizador: ideal para peles oleosas e acneicas.Protetor Solar Darrow Actine Colors FPS70 possui ação antioxidante e garante alta proteção contra os raios UVA e UVB. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas brasileiros e expert em oferecer o melhor tratamento antioleosidade e antiacne. Apresenta fórmula com ativos seborreguladores, como Vitamina E e Sílica, além de pigmentos minerais, que previnem contra os efeitos da luz visível e minimizam os danos causados pelos raios infravermelhos. Ideal para manter sua pele livre de manchas, acne, brilho excessivo e envelhecimento precoce. Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos, perfume e não testada em animais.;70
 Darrow  Actine FPS60 - Protetor Solar 40g ; Darrow ;Filtro solar para peles oleosas e com acne. Darrow Actine FPS60 apresenta ação antioxidante, antioleosidade e alta proteção.O Protetor Solar Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer o melhor tratamento de controle de oleosidade, para peles acneicas. Sua fórmula, além da altíssima proteção, ainda entrega ação direta no combate aos radicais livres, prevenindo o envelhecimento precoce. O resultado é de uma pele livre de resíduos brancos, com foto proteção potente garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de Parabenos e Perfume, não Comedogênica e não testada em animais.;60
 Darrow  Actine FPS60 - Protetor Solar com Cor 40g ; Darrow ;Filtro solar para peles oleosas e acneicas. Darrow Actine FPS60 garante ação antioleosidade, alta proteção e uniformização da pele.O Protetor Solar com Cor Darrow Actine FPS60 possui textura leve e toque seco. O produto faz parte do segmento Actine: a linha mais prescrita pelos dermatologistas e expert em oferecer os melhores cuidados em controle de oleosidade.O Protetor Solar Actine FPS60 além da altíssima proteção, conta ainda com ação direta no combate aos radicais livres - prevenindo o envelhecimento precoce - e tecnologia Smart Color, com cor que se adapta a todos os tons de pele. O resultado é de uma pele com tom igualado, proteção garantida e sensorial oil free.Actine é a linha Nº1 em prescrição dermatológica para peles oleosas.Fórmula hipoalergênica, livre de parabenos e perfume, não comedogênica e não testada em animais.;60
 Dermage  Photoage Stick FPS 99 Cor Nude - Protetor Solar com Cor 12g ; Dermage ;Protetor solar com cor para todos os tipos de pele. Dermage Photoage Stick FPS 99 protege completamente a pele da ação dos raios UVA, UVB e luz visível, além de uniformizar o tom e ser adequado para os cuidados com o melasma. O Protetor Solar Dermage Photoage Stick FPS 99 possui alta cobertura com acabamento matte, sendo uma ótima opção para substituir a maquiagem. Também é ideal para quem pratica esportes, pois resiste a água e ao suor. ;99
 Dermage  Photoage Stick Incolor FPS 99 - Protetor Solar 12g ; Dermage ;Protetor solar facial para todos os tipos de pele. Dermage Photoage Stick Incolor conta com FPS 99 e FPUVA 34, é incolor e resistente à água.O Protetor Solar Dermage Photoage Stick Incolor também é resistente ao suor, por isso é indicado para o uso durante atividades físicas. Ele pode ser usado por crianças a partir dos 2 anos de idade. Além disso, não entope os poros, não deixa a pele oleosa e não provoca o aparecimento da acne.Este é um produto vegano, cruelty free, sem parabenos, óleos, álcool, lanolina e fragrâncias. Dermatologicamente testado. ;99
 Dermage  Photoage Water Color FPS 60 - Protetor Solar Facial 40g ; Dermage ;Protetor solar facial com cor. Dermage Photoage Water Color FPS 60 possui fórmula que não irrita os olhos, ajuda a proteger da luz azul.O Protetor Solar Facial Dermage Photoage Water Color FPS 60 também ajuda a reduzir os poros e proporcionar uma ação calmante e antioxidante para o rosto, podendo ser usado para todos os tipos de pele. Ele tem uma textura única Acqua Fluid, proporciona toque seco, rápida absorção, e vem com uma cor que serve para uniformizar o seu tom de pele, garantindo um efeito natural. Além de proteger, este protetor solar também tem ativos hidratantes e reconstrutores. Ainda proporciona proteção PPD e FPUVA23. O produto vem repleto de ativos que vão tratar a sua pele, como o Hialuronato de Sódio, a Nicotinamida, a Vitamina E e o Bisabolol, que são antioxidantes e vão impedir a irritação da pele.;60
 Dermage  Photoage Water FPS50 - Protetor Solar 40g ; Dermage ;Protetor solar facial. Dermage Photoage Water FPS50 cria uma película protetora invisível, que protege e cobre as irregularidades do rosto.O Protetor Solar Dermage Photoage Water FPS50 possui a fórmula enriquecida com Ácido Hialurônico e a tecnologia Double UV, que permitem uma proteção mais segura e eficaz. Além disso, ele não deixa a pele com aquela aparência esbranquiçada, pois possui rápida absorção e toque seco.Com toque seco, rápida absorção e textura ultraleve, o filtro solar Photoage Water é indicado para todos os tipos de pele, inclusive para a pele mista e pele oleosa. ;50
 Divcom pharma  Imecap Face Creme Antirrugas Dia FPS 30 com 35g ; Divcom pharma ;Imecap Face Creme Antirrugas Dia FPS 30 com 35gImecap® Face Creme Antirrugas Dia é um creme facial antirrugas com FPS 30. Um produto 2 em 1, enriquecido com Vitamina C que possui ação antioxidante, aumentando a firmeza e elasticidade da pele, prevenindo o envelhecimento precoce e diminuindo rugas e linhas de expressão. Sua formulação conta também com Ácido Hialurônico que hidrata a pele. Com fator de alta proteção UVA/UVB é perfeito para o seu dia a dia.Como usar: Com a pele limpa e seca, aplicar Imecap® Face Creme Antirrugas Dia ou Noite no rosto e pescoço massageando até completa absorção. Usar diariamente pela manhã ou à noite, respectivamente. Evitar a área de olhos e boca.;30
 Divcom pharma  Imecap Face Creme Antirrugas Noturno 35g ; Divcom pharma ;Imecap Face Creme Antirrugas Noturno 35gImecap® Face Creme Antirrugas Noite é um creme facial antirrugas noturno enriquecido com Vitamina C e Coenzima Q10, que clareia manchas, uniformiza e melhora a textura da pele. Sua fórmula possui ação antioxidante, aumentando a firmeza e elasticidade da pele, prevenindo o envelhecimento precoce e diminuindo rugas e linhas de expressão. Sua formulação conta também com Ácido Hialurônico que possui ação hidratante na pele.Como usar: Com a pele limpa e seca, aplicar Imecap® Face Creme Antirrugas Dia ou Noite no rosto e pescoço massageando até completa absorção. Usar diariamente pela manhã ou à noite, respectivamente. Evitar a área de olhos e boca.;0
 Ekilibre Amazônia  FPUVA 28 FPS 30 - Protetor Solar 90g ; Ekilibre Amazônia ;Protetor solar natural e vegano. Ekilibre Amazônia FPUVA 28 FPS 30 impede que pele sofra com os danos causados pelos raios UVA e UVB.O Protetor Solar Ekilibre Amazônia FPUVA 28 FPS 30 oferece um cuidado de alta performance, protegendo a pele do rosto e do corpo de maneira potente e durável. Com sua nova embalagem prática, e qualidade de sempre, é ideal para levar para todos os lugares que desejar, garantindo a saúde cutânea durante o dia todo.Seu FPS de 30 e UVA de 28 estão além do recomendado pela ANVISA, garantindo uma proteção robusta e equilibrada contra os raios nocivos do sol, mantendo a pele jovial e com vitalidade, longe de danos. Além disso, também hidrata a pele e atenua marcas, atendendo a todos os tipos de pele, de crianças a peles maduras, sem deixar resíduos esbranquiçados ou irritar os olhos.Sua composição vegana conta com bioativos, com ação eficiente, que não agride o meio ambiente, nem a saúde humana. Fabricado diretamente na Amazônia, este produto é uma opção essencial para quem considera indispensável o uso cosmético sustentável.*Produto livre de corantes, fragrâncias artificiais, silicones, conservantes sintéticos, liberadores de formol, triclosan, parabenos, óleo mineral, derivados de petróleo, álcool etílico e outros ingredientes nocivos para meio ambiente ou para seres humanos. Vegano e cruelty free.;30
 Eucerin  Sun Hydro Fluid FPS 60 - Protetor Solar Facial 50ml ; Eucerin ;Protetor solar facial. Eucerin Sun Hydro Fluid FPS 60 é indicado para todos os tipos de pele, possui textura hidro fluída que é confortável na pele e fácil de espalhar.O Protetor Solar Facial Eucerin Sun Hydro Fluid FPS 60 confere proteção solar inovadora com sistema de filtros fotoestáveis UVA/UVB de amplo espectro. Sua fórmula conta com ativos potentes que protegem e tratam a pele, prevenindo o envelhecimento causado por raios solares.;60
 Eucerin  Sun Oil Control Creme-Gel FPS 60 - Protetor Solar Facial 50g ; Eucerin ;Protetor solar facial para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Creme-Gel FPS 60 traz alto fator de proteção e efeito matificante de longa duração.Protetor Solar Facial Eucerin Sun Oil Control Creme-Gel FPS 60 possui textura leve, de rápida absorção e toque seco. Conta com o poderoso antioxidante Licochalcona A que protege as células das camadas mais profundas da epiderme e combate os radicais livres, ao mesmo tempo que o Ácido Glicirretínico contribui para a renovação dos mecanismos de defesa naturais do DNA celular. Apresenta ainda a tecnologia Oil Control e com o ativo L-Carnitina, que deixa a sua pele com toque seco e matificada prontamente.;60
 Eucerin  Sun Oil Control FPS 30 - Protetor Solar Facial 52g ; Eucerin ;Protetor solar facial para peles oleosas e com tendência à acne. ?Eucerin Sun Oil Control FPS 30 traz efeito matificante de longa duração,ajuda a controlar a oleosidade e possui toque seco imediato.  Protetor Solar Facial ?Eucerin Sun Oil Control FPS 30 apresenta sistemas de filtros fotoestáveis UVA e UVB, com amplo espectro de proteção contra os raios solares. A tecnologia Oil Control e a presença de L-Carnitina dão ao produto a sensação do toque seco, auxiliando no controle da oleosidade da pele e deixando-a mais sequinha.Sua formulação também traz os efeitos do antioxidante Licochalcona A e do Ácido Glicirretínico, que protegem as camadas mais profundas da pele e restauram os mecanismos celulares de defesa.;30
 Eucerin  Sun Oil Control Tinted FPS70 Claro - Protetor Solar Facial com Cor 50g ; Eucerin ;Protetor solar com cor para peles oleosas e com tendência à acne. Eucerin Sun Oil Control Tinted oferece alta proteção, cobertura e controle do brilho e oleosidade, com efeito matificante de longa duração por até 12 horas.O Protetor Solar Eucerin Sun Oil Control Tinted cobre imediatamente imperfeições da pele, com a opção de dois tons, claro e médio, para uma pele mais uniforme. Além disso, fornece proteção adicional ao combate de radicais livres causados pela luz visível e garante rápida absorção e toque seco.;70
