prod-descr;prod-;prod-comentario;prod-aval;analise_sentimento;sentimento;acuracidade
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;camila c k c ótimo bem fluido bem leve, some pele deixa oleosa. protege bem dia dia dá pra usado embaixo maquiagem somente protetor nada. deixa pele branca. custo benefício ótimo. 2;4.5;{'label': '2 stars', 'score': 0.5379504561424255};negativo;0.5379504561424255
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;paloma fernandes perfeito! entrega rápida, antes prazo. quanto protetor, perfeito. textura bem fluida, deixa pele esbranquiçada, oleosa. fica muuuuito sequinha hidratar usar ele. amei, comprem medo ?? 4;4.5;{'label': '5 stars', 'score': 0.5230985283851624};positivo;0.5230985283851624
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rosangela quase perfeito cor perfeito. leve, fluido, espalha bem pele absorve ficar oleosa.;4.5;{'label': '5 stars', 'score': 0.6310941576957703};positivo;0.6310941576957703
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;edivaneide a. ótimo marca produtos muita qualidade,amei protetor,tem textura líquida, pele absorve bem pele oleosa amei!;4.5;{'label': '5 stars', 'score': 0.6265949606895447};positivo;0.6265949606895447
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;jessyka protetor protetor solar fluido, seca rapidinho pele (ideal pra pele oleosa), deixa rosto branco fica esfarelando dps algumas horas uso. 1;4.5;{'label': '2 stars', 'score': 0.3079453706741333};negativo;0.3079453706741333
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;cliente amazon ótimo produto pele óleosa. comprado protetor solar facial anti-oleosidade needs, senti verdade deu espinha, usando ácido creamy exatamente evitar espinhas. decidi parar uso needs testar principia. resultado ótimo, pele macia espinhas pararam aparecer, nenhuma espinha rosto. única observação que, comentaram aqui, líquido, faz chatinho aplicá-lo, nada dificulte uso. pretendo comprar novamente! 5;4.5;{'label': '1 star', 'score': 0.7121604681015015};negativo;0.7121604681015015
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;cliente amazon ótimo produto pele óleosa. comprado protetor solar facial anti-oleosidade needs, senti verdade deu espinha, usando ácido creamy exatamente evitar espinhas. decidi parar uso needs testar principia. resultado ótimo, pele macia espinhas pararam aparecer, nenhuma espinha rosto. única observação que, comentaram aqui, líquido, faz chatinho aplicá-lo, nada dificulte uso. pretendo comprar novamente! 7;4.5;{'label': '1 star', 'score': 0.7310518622398376};negativo;0.7310518622398376
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;larissa cardoso incrível, custo benefício excelente! tempo hidrata sequinho. fica whitecast, arde olhos, bem fluido, funcionando perfeitamente baixo maquiagem. apesar sensorial tão bom, ando evitando rebocar. aumente preço, espanca nívea, darrow, vichy, isdin coreanos. parabéns principia! 60;4.5;{'label': '5 stars', 'score': 0.5131143927574158};positivo;0.5131143927574158
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;taygra almeida boomm gostei , gosto protetor fluido bom demais , valor tbm bem atrativo .. cheiro melhores !!;4.5;{'label': '3 stars', 'score': 0.3591075837612152};neutro;0.3591075837612152
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;kelly c fagundes protetor solar cor gostei tom;4.5;{'label': '5 stars', 'score': 0.35533735156059265};positivo;0.35533735156059265
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;isabela bom! excelente cobertura dá efeito liso pele.;4.5;{'label': '5 stars', 'score': 0.49247902631759644};positivo;0.49247902631759644
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;tania cristina alcantara coelho pele sequinha fácil passar, absorve bem pele pra possui pele oleosa perfeito pois deixa pele bem sequinha, deu certo cor, soube escolher, perfeito;4.5;{'label': '5 stars', 'score': 0.4398525357246399};positivo;0.4398525357246399
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;alesandra bom barato bom, pele fica sequinha;4.5;{'label': '4 stars', 'score': 0.4121531844139099};positivo;0.4121531844139099
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;luciana protetor top fiz compra recorrência. cada 3 meses chega produto certinho. qualidade igual adoro protetor cor ajuda dia dia protege contra sol. 1;4.5;{'label': '5 stars', 'score': 0.8157371878623962};positivo;0.8157371878623962
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;felipe oliveira poderia melhor cor adere tom pele, produto demora secar, suar, sensação pele bastante incomoda. pode servir disfarçar manchas clareá-las levemente.;4.5;{'label': '3 stars', 'score': 0.46396589279174805};neutro;0.46396589279174805
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;jaqueline excelente!!!! vale pena, produto deixa pele sequinha, ótima cobertura!!!;4.5;{'label': '5 stars', 'score': 0.6590628027915955};positivo;0.6590628027915955
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;beatriz ótimo adere super bem pele, super sequinho cheiro bom;4.5;{'label': '5 stars', 'score': 0.7162619233131409};positivo;0.7162619233131409
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;patricia melhores produto ok. segura bem oleosidade, zero resistente água, olho lacrimejou ficou mega mancha. transfere demais, mancha roupas todas. cor ficou ok pra mim. enfim, melhores, bom preço mesmo.;4.5;{'label': '3 stars', 'score': 0.43432268500328064};neutro;0.43432268500328064
Protetor Solar Facial L'Oréal Paris Solar Expertise Antioleosidade Fps60 Cor 3.0 Média 40G;L'Oréal Brasil;pedro nota máxima excelente produto;4.5;{'label': '5 stars', 'score': 0.8153203725814819};positivo;0.8153203725814819
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;jéssica polyana chegou super rápido. gostei textura, aguosa. deixa pele pouco branca pouco oleosa.;4.5;{'label': '4 stars', 'score': 0.33434873819351196};positivo;0.33434873819351196
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;giseli linares ótimo protetor solar ótimo, textura bem leve custo benefício melhor ainda.;4.5;{'label': '3 stars', 'score': 0.37879884243011475};neutro;0.37879884243011475
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;gabriela melhor protetor solar amo protetor principia, deixa rosto oleoso seca rapidinho, custo-benefício, maravilhoso (minha rotina skincare: 1° vitamina c principia / 2° protetor solar / 3° dependendo passo hidratante nívea) 4;4.5;{'label': '5 stars', 'score': 0.8122325539588928};positivo;0.8122325539588928
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;camila c k c ótimo bem fluido bem leve, some pele deixa oleosa. protege bem dia dia dá pra usado embaixo maquiagem somente protetor nada. deixa pele branca. custo benefício ótimo. 5;4.5;{'label': '3 stars', 'score': 0.3482237458229065};neutro;0.3482237458229065
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;cliente amazon ótimo produto pele óleosa. comprado protetor solar facial anti-oleosidade needs, senti verdade deu espinha, usando ácido creamy exatamente evitar espinhas. decidi parar uso needs testar principia. resultado ótimo, pele macia espinhas pararam aparecer, nenhuma espinha rosto. única observação que, comentaram aqui, líquido, faz chatinho aplicá-lo, nada dificulte uso. pretendo comprar novamente! 13;4.5;{'label': '1 star', 'score': 0.7301950454711914};negativo;0.7301950454711914
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;ltestei gostei bastante , realmente resistente água ótimo custo benefício fluido protetor solar, seja, líquido. costume usar , pele absorve super rápido. toque totalmente seco , pele fica aparência hidrata , incomoda. valor acho ótimo produto 1;4.5;{'label': '5 stars', 'score': 0.38110148906707764};positivo;0.38110148906707764
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 16;4.5;{'label': '4 stars', 'score': 0.5412508845329285};positivo;0.5412508845329285
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;magdally costa ótimo protetor! textura fluída, deu super bem pele, ficou aspecto pesado .minha pele oleosa então bem comolicado achar protetor pese .achei ficou bem leve aspecto sequinho toque. satisfeita!;4.5;{'label': '4 stars', 'score': 0.483810156583786};positivo;0.483810156583786
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 7;4.5;{'label': '4 stars', 'score': 0.5257685780525208};positivo;0.5257685780525208
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 11;4.5;{'label': '4 stars', 'score': 0.5084695219993591};positivo;0.5084695219993591
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;larissa cardoso incrível, custo benefício excelente! tempo hidrata sequinho. fica whitecast, arde olhos, bem fluido, funcionando perfeitamente baixo maquiagem. apesar sensorial tão bom, ando evitando rebocar. aumente preço, espanca nívea, darrow, vichy, isdin coreanos. parabéns principia! 52;4.5;{'label': '5 stars', 'score': 0.5367155075073242};positivo;0.5367155075073242
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;paloma amo principia principia nunca decepciona, protetor maravilhoso, sequinho, dá acne super fluido! melhor preço, usava isdin agora comprarei principia, vem quantidade maior, preço menor ???? 6;4.5;{'label': '5 stars', 'score': 0.8255261778831482};positivo;0.8255261778831482
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;larissa cardoso incrível, custo benefício excelente! tempo hidrata sequinho. fica whitecast, arde olhos, bem fluido, funcionando perfeitamente baixo maquiagem. apesar sensorial tão bom, ando evitando rebocar. aumente preço, espanca nívea, darrow, vichy, isdin coreanos. parabéns principia! 47;4.5;{'label': '5 stars', 'score': 0.5346056818962097};positivo;0.5346056818962097
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;larissa cardoso incrível, custo benefício excelente! tempo hidrata sequinho. fica whitecast, arde olhos, bem fluido, funcionando perfeitamente baixo maquiagem. apesar sensorial tão bom, ando evitando rebocar. aumente preço, espanca nívea, darrow, vichy, isdin coreanos. parabéns principia! 46;4.5;{'label': '5 stars', 'score': 0.5123653411865234};positivo;0.5123653411865234
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;larissa cardoso incrível, custo benefício excelente! tempo hidrata sequinho. fica whitecast, arde olhos, bem fluido, funcionando perfeitamente baixo maquiagem. apesar sensorial tão bom, ando evitando rebocar. aumente preço, espanca nívea, darrow, vichy, isdin coreanos. parabéns principia! 44;4.5;{'label': '5 stars', 'score': 0.5202763676643372};positivo;0.5202763676643372
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 9;4.5;{'label': '4 stars', 'score': 0.5175541043281555};positivo;0.5175541043281555
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;erika hollander produto bom cheiro desagradável protetor espalha fácil fica sequinho recompraria pois nao gostei cheiro. passa hora incomoda bastante.;4.5;{'label': '3 stars', 'score': 0.5111006498336792};neutro;0.5111006498336792
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;willian acho compraria novo. pele rosto mista: nariz bem oleoso, bochechas, queixo testa pouquinho oleosos, bochechas normais. bochechas, protetor fica perfeito. totalmente seco, incomoda. testa queixo, sinto fica melado passar horas. nariz, parece passei protetor solar antioleosidade! além disso, outras coisas quais gostei: 1. cheiro bem esquisito, consigo passar ficar respirando boca. cheiro ruim, logo desaparece, enquanto passando bem incômodo. 2. deixa umas marcas brancas áreas onde barba começa. 3. logo passo, sinto ardência bem forte bochechas. dois minutos para, sempre acontece. 1;4.5;{'label': '2 stars', 'score': 0.4921480417251587};negativo;0.4921480417251587
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 10;4.5;{'label': '4 stars', 'score': 0.4901253581047058};positivo;0.4901253581047058
 Bioré  UV Aqua Rich Aqua Protect Lotion FPS50 - Protetor Solar 70ml ; Bioré ;produto bom, entrega promete, consistência perfeita pra gosta protetor pesando rosto, porém algum problema, dá pra realmente saber funciona contra raios solares, pois bem fino, recomendo produto, cheirinho bom;4.5;{'label': '4 stars', 'score': 0.6296289563179016};positivo;0.6296289563179016
 Bioré  UV Aqua Rich Aqua Protect Lotion FPS50 - Protetor Solar 70ml ; Bioré ;perfeição. amei protetor virou queridinho, perfeito usar maquiagem.;4.5;{'label': '5 stars', 'score': 0.7338963747024536};positivo;0.7338963747024536
 Bioré  UV Aqua Rich Aqua Protect Lotion FPS50 - Protetor Solar 70ml ; Bioré ;oleoso demais, liquido;4.5;{'label': '2 stars', 'score': 0.3802809417247772};negativo;0.3802809417247772
 Bioré  UV Aqua Rich Aqua Protect Lotion FPS50 - Protetor Solar 70ml ; Bioré ;bom;4.5;{'label': '5 stars', 'score': 0.49020475149154663};positivo;0.49020475149154663
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;suzue maravilhoso cor: clara cor clara tão clara, deu certo pra mim. espalha bem. cobre bem. gostei antigo la roche usei. preço excelente. aprovado recomendo!;4.5;{'label': '5 stars', 'score': 0.8198681473731995};positivo;0.8198681473731995
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;maria protetor solar cor: média pra usar dia dia . transferi pouco ..;4.5;{'label': '3 stars', 'score': 0.3858850598335266};neutro;0.3858850598335266
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;andre luiz souza bom produto cor: clara gostei produto, porém algumas horas rosto fica oleoso.;4.5;{'label': '3 stars', 'score': 0.4717460870742798};neutro;0.4717460870742798
Base BB Cream L'Oréal Paris Efeito Matte Cor Clara FPS 50, 30ml;L'Oréal Paris;samila neves menos cor: media gosto textura pele, gosto cor... achei tom mt cor barro/ alaranjado. 1;4.5;{'label': '3 stars', 'score': 0.45435917377471924};neutro;0.45435917377471924
Base BB Cream L'Oréal Paris Efeito Matte Cor Clara FPS 50, 30ml;L'Oréal Paris;renata souza wagmann bom preço qualidade cor: media apaixonada bb cream desde inicio produto mercado agora fps 50 ficou melhor. 1;4.5;{'label': '3 stars', 'score': 0.38580650091171265};neutro;0.38580650091171265
Base BB Cream L'Oréal Paris Efeito Matte Cor Clara FPS 50, 30ml;L'Oréal Paris;julia andrade bom demais!! cor: clara uso anos já, excelente. troco nada. base consistência boa, líquida, deixa pele aparência oleosa. gosto muito, uso todo dia protetor solar.;4.5;{'label': '3 stars', 'score': 0.3335685133934021};neutro;0.3335685133934021
Base BB Cream L'Oréal Paris Efeito Matte Cor Clara FPS 50, 30ml;L'Oréal Paris;maira valeu pena. cor: clara reciosa, pois algumas pessoas falam bem outras tanto. particularmente dei bem base, cor clara fechou certinho tom pele, aspecto ficou maquiagem, amei.;4.5;{'label': '3 stars', 'score': 0.39393773674964905};neutro;0.39393773674964905
Base BB Cream L'Oréal Paris Efeito Matte Cor Clara FPS 50, 30ml;L'Oréal Paris;eva camargos bbcream cor: media produto excelente, pele sequinha efeito maquiagem dia todo, hidratação, top 10. 1;4.5;{'label': '3 stars', 'score': 0.43429312109947205};neutro;0.43429312109947205
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;viviane aparecida oliveira cruz super recomendo cor: média produto boa qualidade, vale pena, super indico.;4.5;{'label': '4 stars', 'score': 0.4270298182964325};positivo;0.4270298182964325
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;naty bom! cor: escura frasco pequeno, infelizmente, produto bom! faz alguns dias usando gostei!;4.5;{'label': '4 stars', 'score': 0.39427804946899414};positivo;0.39427804946899414
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;maiara danubia ribeiro lima boa cobertura cor: média pele mista achei protetor 'mela' pele. boa durabilidade cobertura ótimo custo benefício;4.5;{'label': '3 stars', 'score': 0.4527822434902191};neutro;0.4527822434902191
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;anderson vale preço cor: média protege bem , cor uso médio bem adaptavel pele morena bronzeada textura boa;4.5;{'label': '3 stars', 'score': 0.5453154444694519};neutro;0.5453154444694519
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;cliente amazon transfere cor: média ficou escuro pele, textura melequenta transfere demais;4.5;{'label': '2 stars', 'score': 0.41092774271965027};negativo;0.41092774271965027
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;src protetor face cor: média gostando produto,qualidade;4.5;{'label': '3 stars', 'score': 0.6798577308654785};neutro;0.6798577308654785
Protetor Solar Facial L'Oréal Paris UV Defender Antioleosidade Cor Média FPS 60, 40g;L'Oréal Paris;alessandra cor escura cor: média protege, cor média quase castanha;4.5;{'label': '3 stars', 'score': 0.4121532142162323};neutro;0.4121532142162323
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;achei líquido ,não sei indicaria produto;4.5;{'label': '1 star', 'score': 0.41362088918685913};negativo;0.41362088918685913
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;pele fica sequinha uniforme, nenhum aspecto oleoso.;4.5;{'label': '2 stars', 'score': 0.4173795282840729};negativo;0.4173795282840729
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;ótimo;4.5;{'label': '2 stars', 'score': 0.2997434139251709};negativo;0.2997434139251709
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;bim, oleoso fragrância agradável;4.5;{'label': '4 stars', 'score': 0.4377741813659668};positivo;0.4377741813659668
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;protetor perfeito uso antes realmente pele fica sequinha deixa branco gosto muito.;4.5;{'label': '5 stars', 'score': 0.3120105266571045};positivo;0.3120105266571045
 Bioré  UV Aqua Rich Aqua Protect Lotion FPS50 - Protetor Solar 70ml ; Bioré ;confortável, passa pouco tempo sinto pele ficando bem oleosa, pele oleosa. daí consigo imaginar reaplicar. sinto alguns dias uso espinha, uso cleansing oil pra tirar. ainda assim melhores experimentei vida.;4.5;{'label': '4 stars', 'score': 0.37377211451530457};positivo;0.37377211451530457
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 5;4.5;{'label': '4 stars', 'score': 0.5202347040176392};positivo;0.5202347040176392
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;adailda silva santos perfeito pduto deixa pele branca, oleosa adequa pele.;4.5;{'label': '5 stars', 'score': 0.7394729852676392};positivo;0.7394729852676392
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;cliente amazon ótimo produto pele óleosa. comprado protetor solar facial anti-oleosidade needs, senti verdade deu espinha, usando ácido creamy exatamente evitar espinhas. decidi parar uso needs testar principia. resultado ótimo, pele macia espinhas pararam aparecer, nenhuma espinha rosto. única observação que, comentaram aqui, líquido, faz chatinho aplicá-lo, nada dificulte uso. pretendo comprar novamente! 1;4.5;{'label': '1 star', 'score': 0.7544423937797546};negativo;0.7544423937797546
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;cliente kindle produto excelente principia decepciona nunca. amo protetor, fluido toque seco, ideal pra peles oleosas, veio tudo certinho bem embalado chegou dentro prazo 1;4.5;{'label': '1 star', 'score': 0.43824148178100586};negativo;0.43824148178100586
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;thilly chegou antes data. protudo chegou antes data prevista, agora vou experimentar primeira vez, cheiro bom, achei pouco líquido, acho deve assim, sei ainda primeira vez uso.;4.5;{'label': '3 stars', 'score': 0.3883322775363922};neutro;0.3883322775363922
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;gabriela melhor protetor solar amo protetor principia, deixa rosto oleoso seca rapidinho, custo-benefício, maravilhoso (minha rotina skincare: 1° vitamina c principia / 2° protetor solar / 3° dependendo passo hidratante nívea) 2;4.5;{'label': '5 stars', 'score': 0.8173177242279053};positivo;0.8173177242279053
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;rvg bom produto, líquido ralo bom pele seca. usado algum hidratante grosso, pode deixar pele oleosa. produto líquido ralo, necessário cuidado escorrer roupa sempre lembrar agitar. pele sensível vezes fica avermelhada, ocorreu. atualização: quase terminando frasco notei melhora significativa pele. pele iluminada, uniforme bonita, mudei nada rotina skincare, acredito efeitos ativos dele. uso todos dias manhã, vezes cerave, vezes nada. 12;4.5;{'label': '4 stars', 'score': 0.5259981155395508};positivo;0.5259981155395508
PROTETOR SOLAR PS-01 FPS 60;PRINCIPIA;klarinha fluido entrega tudo promete, realmente fluido toque seco. facilita bastante aplicação ( fica rosto oleoso, branco) fácil espalhar, ótimo dia dia ! 3;4.5;{'label': '5 stars', 'score': 0.44361335039138794};positivo;0.44361335039138794
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;interessante, porém pensei carregaria qualquer celular pega fundos espelhados. então desapontei. outra coisa gostei pra ligar precisa fonte deveria tomada normal. enfim , gostei , porém recomendo sim. indico 29 março 2024 usei ainda porém conheço maravilhoso. pode comprar usar medo. vai proteger ainda deixar linda tom adequado. 1;4.5;{'label': '3 stars', 'score': 0.4456237554550171};neutro;0.4456237554550171
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;bruna ótimo custo benefício cor: clara achei valeu bastante preço! deixa pele sequinha, fica pegajoso. cor clara clara, pele bem branquinha, vai ficar laranja ele. 1;4.5;{'label': '3 stars', 'score': 0.3736893832683563};neutro;0.3736893832683563
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;maiara danubia ribeiro lima boa cobertura cor: média pele mista achei protetor 'mela' pele. boa durabilidade cobertura ótimo custo benefício;4.5;{'label': '3 stars', 'score': 0.4527822434902191};neutro;0.4527822434902191
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;ismaria qualidade cor: média gostei produto achei fixação fraca, duradoura;4.5;{'label': '3 stars', 'score': 0.49872830510139465};neutro;0.49872830510139465
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;ana produto top cor: clara satisfeita produto, comprei conhecer, somente influenciada marca, decepcionei. textura leve, cheiro agradável. excelente ???;4.5;{'label': '3 stars', 'score': 0.40776219964027405};neutro;0.40776219964027405
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;andre luiz souza bom produto gostei produto, porém algumas horas rosto fica oleoso.;4.5;{'label': '3 stars', 'score': 0.5035716891288757};neutro;0.5035716891288757
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;cauã ritzel bom agora avaliação esposa: hoje usando segunda vez. achei cor pouco alaranjada, pra produto pele clara. posso ter sentido conta tom pele. incomodou pouco início perfume, fiquei sentindo cheiro dia todo... apesar perfume bom, ficou pouco enjoativo. senti oleoso pele, ponto bastante positivo. vamos ver verão mesma sensação. modo geral bom produto, pele bem clarinha, pode acabar ficando rosto laranja. 1;4.5;{'label': '3 stars', 'score': 0.4836292862892151};neutro;0.4836292862892151
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;bruna ótimo custo benefício achei valeu bastante preço! deixa pele sequinha, fica pegajoso. cor clara clara, pele bem branquinha, vai ficar laranja ele. 1;4.5;{'label': '3 stars', 'score': 0.3375449478626251};neutro;0.3375449478626251
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;suzue maravilhoso cor clara tão clara, deu certo pra mim. espalha bem. cobre bem. gostei antigo la roche usei. preço excelente. aprovado recomendo!;4.5;{'label': '5 stars', 'score': 0.8316197991371155};positivo;0.8316197991371155
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;"monnacs bom preço, melhores sozinho funciona relativamente bem, usa hidratante baixo deixa aspecto super gorduroso dependendo produto usar embaixo fica péssimo espalhar pincel. cor bonita usando pincel kabuki base fica bem uniforme, caso cobertura manchas boa, então espera ficar aparência rosto uniforme (principalmente olheiras) talvez produto indicado. transfere fácil todas roupas uso ficam marcadas pescoço; deixo peça molho uns minutinhos esfrego sabão coco sai relativamente fácil, fazer processo todos dias bem chato. 2";4.5;{'label': '3 stars', 'score': 0.4544171988964081};neutro;0.4544171988964081
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;ana produto top satisfeita produto, comprei conhecer, somente influenciada marca, decepcionei. textura leve, cheiro agradável. excelente ???;4.5;{'label': '3 stars', 'score': 0.37922894954681396};neutro;0.37922894954681396
L'Oréal Paris UV Defender Antioleosidade FPS 60 Clara - Protetor Solar Facial 40g;L'Oréal Paris;kawana gradi costa bom... 19 março 2024 chegou dentro prazo, bem embalado lacrado. comecei usar hoje, fácil espalhar, aplicar região, oxida, vi comentários anteriores pessoal fiz conforme falaram deu super certo. pele oleosa, aderiu super bem. 1;4.5;{'label': '5 stars', 'score': 0.5279736518859863};positivo;0.5279736518859863
