prod_descricao;prod_marca;prod_avaliacao;prod_comentario
Herbia Protetor Solar Facial Pele Mista/Seca 30 Fps Natural E Vegano;Herbia cosméticos;4.4;ROSEMEIRE ASSIS gostei      Comprei filha arde olhos 
Herbia Protetor Solar Facial Pele Mista/Seca 30 Fps Natural E Vegano;Herbia cosméticos;4.4;Elaine Cristina Cordeiro Ainda usei      Ainda usei 
Herbia Protetor Solar Facial Pele Mista/Seca 30 Fps Natural E Vegano;Herbia cosméticos;4.4;Cliente produto médio      produto nada péssima embalagem, tampa rasga 1 pessoa achou útil 
Herbia Protetor Solar Facial Pele Mista/Seca 30 Fps Natural E Vegano;Herbia cosméticos;4.4;Natália Ótimo produto!      protetor solar fácil espalhar deixa rosto branco. toque seco, pele fica oleosa ainda proporciona boa sensação hidratação pele. Recomendo! 8 pessoas acharam útil 
Herbia Protetor Solar Facial Pele Mista/Seca 30 Fps Natural E Vegano;Herbia cosméticos;4.4;Celeste Gostei muito.   5 março 2024   Protetor solar textura suave, oleoso 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;"Flávia Necessidade melhorar      Gostei proposta produto vegano seguro vida marinha; achei ótimos toque seco aroma suave. Porém, creio produto melhorar pra valer pena fato. fases produto separam facilidade textura levemente granulosa, senti segurança proteção diz oferecer. camada espalhada rosto fica realmente uniforme? Espero qualidade melhore, pois realmente acredito incentivar produtos menor impacto meio ambiente saude geral, ainda falta bastante pro custo-beneficio valer pena. 6 pessoas acharam útil "
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Natália Excelente!   17 março 2022   Produto fácil espalhar deixar pele textura sequinha, deixar branco, além proteger bem! Recomendo! 4 pessoas acharam útil 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Produto excelente. Gostei muito. pele clareou consideravelmente. Gostei resultado. Recomendo ideal pra clima frio.      gosto usar ambiente refrigerado, pois acho fato protege pele deixa pele oleosa. Porém ficar ambientes quentes exposta calor, aí dei bem. Aqui Belém faz calor todo tempo passo fico exposta calor, acaba dando sensação pinicat pele. ficar ambiente refrigerado, aí fica bem pele. 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Melissa chacoalhar bastante      chacoalhar pra misturar pele absorve bem, acaba ficando película branca pele legal não. 2 pessoas acharam útil 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Priscila R. Excelente!      Gostei muito! Deixa pele bem sequinha, aveludada, textura bonita. protetor físico, mineral, então importante ter mente q pode deixar rosto pouco branquinho mesmo, q seca reduz bastante. q vc pode cobrir base. Pra perfeito, pra mim, poderia resistente água suor. mais, maravilhoso! 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Dienifer Regina Wollmer bom      Amei produto, super indico. 1 pessoa achou útil 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;Francine bom!      Gostei bastante protetor solar, deixa pele oleosa cheiro bom! 
Herbia Protetor Solar Facial Pele Oleosa 30 Fps Natural E Vegano Branco;Herbia cosméticos;4.0;maria adaptei      produto deixa rosto esbranquiçado, achei tampa poros pq rosto fica suando. usando braços protetor cor pra gastar produto. 1 pessoa achou útil 
Hidrasol Protetor Solar Facial FPS 30-50g;Tulípia;5.0;Ebia Fernandes Gama Protetor solar maravilhosa      Comprei conter ativos naturais copaíba vou usar pra melasma certeza vou ter ótimos resultados irei comprar novamente, protetor deixa pele óleosa motivo gostei muito. 
Hidrasol Protetor Solar Facial FPS 60-50g;Tulípia;5.0;COMENTARIOS
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Amanda Musse Fernandes Perfeito    Cor: Clara  Espalha bem, bem fluido seca rápido. Cor levinha, fica sequinho 1 pessoa achou útil 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Andréa Leitão preferido, leve, disfarça olheiras melhor, fica pegajoso.    Cor: Clara  Textura leve, melhora aparência pele, base leve. creme fica seco grudento. Pele macia. proteção sol. 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Thalita Ótimo protetor    Cor: Clara  Textura bem fina delicada. Fácil espalhar. Ótimo protetor solar base 2 pessoas acharam útil 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Letícia DPFS Protetor solar isdin    Cor: Clara  Produto otimo melhor deu certo pele tanto dermatologista acertou escolha fixação prova água verdade resistência. So nao gostei porque colocaram amaciante pedi amassou tudo embalagem. 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Romário Leite Figuerêdo Melhor protetor cor usei    Cor: Clara  testei várias marcas certeza melhor mim. cobertura leve fica sequinho rosto inclusive espalhar rápido fique uniforme, irritou pele inflamou acnes. 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Carol bom!    Cor: Clara  protetor dermatologista indicou, deixa pele oleosa cobertura leve, porém faz boa diferença, produto bom, rosácea pele sensível, maioria produtos faz pele arder causam alergia, produto deu certo. 1 pessoa achou útil 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Andréa Regis Produto original.    Cor: Clara  bom, fluido oleosidade alguma. cor possui muita cobertura, mas, leve rosto categoria. 3 pessoas acharam útil 
ISDIN Protetor Solar Facial Fusion Water 5 Stars;Isdin Produtos Farmacêuticos LTDA;4.7;Letícia Textura    Cor: Clara  Produto bom, textura leve, fica pesado dia dia, fragrância excelente (zero cheiro protetor solar). Recomendo! 1 pessoa achou útil 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Gui Ótimo produto   9 março 2024   Cumpre promete. Deixa pele oleosa bem limpa 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Germana Custo benefício ótimo      Gosto desses produtos pele oleosa vale pena 2 pessoas acharam útil 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Aline Ótimo      Adorei produto, protetor fica oleoso 1 pessoa achou útil 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;borzino Actine      Ótima qualidade 1 pessoa achou útil 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Cristiane Maravilhoso, amei      protetor ótimo, resolvendo problema. Pele oleosa toque seco, pele fica ótima. Amei 1 pessoa achou útil 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Gabriel Vieira Ótimo produto.      Ótimo produto. 
KIT DRW ACTINE SOLAR SPF30 40g + ACTINE NEW GEL 40g;Pierre Fabre;4.7;Cristiana aparecida Martins Custo beneficio      Produto otimo. 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Cliente Kindle Boa      Uso sempre 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Nizia Ótimo      uso produto, ótimo. Limpa, hidrata, ótimo dermaquilante. 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;N.M. bom      produto realmente limpa rosto. Uso remover maquiagem pouca quantidade (medida 1 colher chá) tira 80 100% make precisar mais. Faço uso moderado maquiagem, reboco. limpar impurezas, remover oleosidade, suor sujeira dia-a-dia ótimo. deixa aspecto refrescancia cheiro, apenas limpa bem. causa ardência olhos. vazamentos entrega produto. Quanto preço, nunca testei outras águas micelares, portanto, sei bom custo-benefício não. Pra mim valeu pena comprar. Comprei 100ml tamanho mão. 1 pessoa achou útil 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Sol Recomendo.      Produto bom, retira bem maquiagem. 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Fatima M. melhor água micelar usei.      uso ano desta marca embalagem maior. Comprei pra presentear. melhor! Recomendo. 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Jane Gostei      Ótimo produto. 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Nathália Ponces Cumpre promete      Limpa perfeitamente resíduos maquiagem,deixando pele aveludada nada oleosa(E pele oleosa) primeira vez testando super aprovado compraria novamente sim! 
L'Oréal Paris Dermo Expertise Solução de Limpeza 5 em 1 - Água Micelar 100ml;L'Oréal;4.7;Jaene Rodrigues Genial.   24 março 2024   Ótimo. 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Rosana Maravilhoso! Uso todos dias      Uso todos dias, sinto pele renovada, lisinha. 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Adriana Rodrigues Ribeiro Perfeitos!      uso protetor solar melhor existe, pois super leve, arde olho fica oleoso. sérum experimentando agora gostei também. 2 pessoas acharam útil 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Sonia Produto bom fácil usar      Comprarei novamente. Chegou certinho. 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Andréa Gago Produtos maravilhosos      Super indico! Produtos excelente qualidade custo benefício supera qlqr expectativa!!! 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Aurélia Cruz Qualidade impressionante.      dois produtos têm qualidade resultados impressionantes. Sérum vem grande quantidade provavelmente vai durar bastante tempo. efeito visível primeiro dia uso continua assim longo semanas, resultados ainda expressivos. protetor pequeno rende protege bastante. satisfeita compra. 3 pessoas acharam útil 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Welma Ótimo produto      oleoso 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;LAURA BEATRIZ FROSSARD Excelente      Gosto desses produtos, custo benefício bom. 
L'Oréal Paris Kit Tratamento Revitalift Hialurônico: Sérum + Uv Defender Fluido;L'Oréal Brasil;4.8;Infelizmente material frágil, pequeno encaixou devidamente carro. Excelente!      Superou expectativas. 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Sara Silva Recomendo      Recomendo produto bom deixa lisinha ótimo acabamento pra maquiagem dar pra usar sozinho pele fica bonita gostei bastante 1 pessoa achou útil 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Yasmin Perfeito      produto perfeito, deixa pele super lisa 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Selma Cunha Mello Fiquei impressionada      Excelente qualidade. textura boa. pele fica bem sedoso. 1 pessoa achou útil 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Mariana perfeito!      vale cada centavo, melhor primer vida. 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Saú Gercino Antunes Oliveira Poderia melhorar      Produto cumpre promete relação efeito blur imediato: passar rosto pele fica textura lisa imediatamente. Todavia, acabamento fosco oil-free prometido dura pouco. menos hora rosto começou ficar super oleoso, bem efeito saiu menos 1hr. Pensei comigo, pois pele oleosa, testei dois amigos pele seca reação mesma: sensação pele lisa, porém pele fica oleosa minutos depois. Produto barato, efeito imediato, compensa médio longo prazo. 9 pessoas acharam útil 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Fernanda B Melhor produto      42 anos gosto maquiagem pesasa evidenciar linhas expressões. conhecia produto simplesmente maravilhoso, fecha poros, matifica, tirando todo brilho instantaneamente. Usei, sequência bb cream pronto, pele ficou ótima!Usei tbm maquiagem, encima protetor super aprovei. Comprem medo, item necessário agora diante necesserie. 4 pessoas acharam útil 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;Renata Farnesi Ribeiro Pele bebê      maravilhoso produto cumpre promete: pele lisa , poros aparentes perfeito usar antes maquiagem. mantém pele tempo precisar. utilização outros produtos maquiagem interfere capacidade dar pele veludo. 3 pessoas acharam útil 
L'Oréal Paris Primer Blur Mágico Revitalift, Textura Oil-Free, Pele lisa e Acabamento Fosco, 27g;L'Oréal;4.6;"Igor Pele aveludada      produto bom, achei preço condizente comparação outras marcas. Pode parecer caro primeiro momento, quantidade usada cada vez bem pequena, então deve durar tempo. Quanto qualidade, percebo deixa pele realmente toque aveludado aparência fosca (sem brilho), positivo. Porém expectativa levemente maior sobre ""fechar poros"", pensei ficariam discretos. assim indico produto entendo custo benefício bom vantagens uso boas aparentes desde primeiro momento. 5 pessoas acharam útil "
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Damiana Maravilhoso      Gostei bastante,cumpre promete , pegajoso,seca rápido, cheiro suave, fica esbranquiçado, preço ótimo,estrega rápida , Amazon parabéns ? 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Denis P. Ótimo protetor reaplicação      Algumas pessoas falam mal, dia dia acho funciona bem. Uso reaplicar antes almoço sensação pele limpa dá leve matificada. acho controla 12h, pode dizer umas 6h suar. falar suar, onde peca: feito durante dia, escorre acaba melecando suor. vc trabalha escritório sai esporadicamente sol precisa proteção dia dia, acho vale pena preço justo. 4 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Rayssa Nascimento Ótimo produto      Gente protetor maravilhoso, pele super oleosa fica seca usando produto, cheiro protetor. cheiro maravilhoso super indico produto, outro ponto rende pouco produto consegue espalhar rosto todo pescoço. Amei demais. Virou protetor agora. 5 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;"Cliente Kindle ÓTIMO PELE OLEOSA      pele super oleosa sempre problemas achar bom protetor. Todos testei deixava pele oleosa pegajosa tempo, sendo indicados caso. único gostava então ""Dermage Photoage Water FPS 50"", protetor L'Oréal parece DEMAIS ele. ADOREI. L'Oréal deixa pele textura boa toque, fica fato efeito matte. Além fato horas uso, fica escorrendo. ÓTIMO, vale super!!! 2 pessoas acharam útil "
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Elizangela Spinosa Maravilhoso      virou protetor predileto, deixa pele sequinha, realmente controla oleosidade, cheiro suave, textura cremosa leve espalha bem fácil, pele absorve rápido preço ótimo 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Kaká Ótimo produto      protetor ótimo, confortável rosto, fica oleoso, fica aveludado andeu olhos. reclamação quanto estado embalagem entrega, caixinha chegou toda amassada aberta, segurança, plástico bolha veio produto. Pode danificar produto, gostei forma embalaram. 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Gabriela Ótimo custo x benefício      líquido, ajuda hora espalhar produto pele absorve bem. Ajuda sim manter pele seca longo dia. Valeu pena compra. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Lucélio Freitas Eficácia      Protetor solar bom, possibilita duas camadas, boa espalhabilidade, textura cremosa, produto bom pra pele oleosa, outros cuidados tipo pele faz necessário. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Abrahan Avaliação pele oleosa      sei tô espalhando errado, senti espalha tão facial, demora pouco secar, secar fica efeito Matte, bom, pele esfarela (como vi comentários) aí vai pele pele, deu super bem, dá espinha fica invisível bem espalhados seco. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;"Cliente Kindle ÓTIMO PELE OLEOSA      pele super oleosa sempre problemas achar bom protetor. Todos testei deixava pele oleosa pegajosa tempo, sendo indicados caso. único gostava então ""Dermage Photoage Water FPS 50"", protetor L'Oréal parece DEMAIS ele. ADOREI. L'Oréal deixa pele textura boa toque, fica fato efeito matte. Além fato horas uso, fica escorrendo. ÓTIMO, vale super!!! 3 pessoas acharam útil "
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Julia bom cheirosinho      pele mista testei produto durante semana posso afirmar vou recomprar acabar porque deu super certo rosto. deixou rosto esbranquiçado menos oleoso!! (Só deixou mão espalho oleosa) Adorei recomendo horrores pra 15 á 20 anos. Deixei creme nívea lado protetor solar pra comparar tamanho. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Raquel C. Eficiente.      produto ótimo. deixa pele esbranquiçada oleosa. Matifica bem cheiro ruim. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Suzayde Franca Boa absorção, deixa rosto sequinho      Gostei muito, boa espalhabilidade absorção, deixa rosto sequinho, ótimo pro dia dia pra prática exercícios pois suor escorre ponto cair olho, algo incomoda bastante algumas marcas 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Joao Carlos Vieira Matos Junior ideal pele oleosa      deixou pele ressecada, achei textura certa. primeira, fica esbranquiçado, fica acordo pele. foto, mostrei ficou antes 5 horas uso. ficou oleoso tempo, efeito matte deixou pele lisinha. cheiro bom, achei preço justo, pois protetores solares hoje dia caros. Valeu pena! 11 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Suzayde Franca Boa absorção, deixa rosto sequinho      Gostei muito, boa espalhabilidade absorção, deixa rosto sequinho, ótimo pro dia dia pra prática exercícios pois suor escorre ponto cair olho, algo incomoda bastante algumas marcas 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Adrio P. Excelente      protetor ótimo todos sentidos: espalha facilmente, seca rápido, evita oleosidade pele removido suor - contrário sempre escorria olhos -. Além tudo, testado animais. 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Raquel C. Eficiente.      produto ótimo. deixa pele esbranquiçada oleosa. Matifica bem cheiro ruim. 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;BEATRIZ ALVES NASCIMENTO Protetor solar incrível      Super recomendo comprar protetor, deixa pele sequinha, cheiro incrivel 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Sandro Mineiro Souza Excelente, mini efeito mate.      Gostei textura efeito mate, embora reduzido. Apesar dizer fica oleoso, pele fica pouco brilhante, parecendo oleosidade. ocorre linha La Roche, cara. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Kelry Bom      Comprei pro marido pele oleosa, ainda usou amigo disse bom deixar pele bem sequinha . acho deveriam melhorar entrega pois avisam antes mandam mensagem ligam deram várias vezes cada porta aqui casa . 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Letícia Produto bom, atenção cheiro      valor, acredito vale pena. secar deixa camada branca bem discreta pele morena textura aveludada, sequinho (não deixa pozinho pele) deixa oleoso. Única desvantagem possui fragrância bem forte pode incomodar. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Márcia Letícia Produto original      entrega rápida, produto veio bem embalado caixa saco plástico. nenhum vazamento, longa validade 2027. protetor perfeito, deixa pele bem sequinha fácil espalhar rosto. Super recomendo pra pele oleosa!! 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Mayara boa compra      Primeira vez uso desse super gostando. pele muuito oleosa protetor deu bem pele, dura bastante rosto deixa pele sequinha bom tempo. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Pedro P. Bom, ótimo perfeito ?      pele oleosa cuidado diário evitar acne, vezes surge outra nada abale autoestima, produto perfeito promete cumpre, pois absorve bem pele traz sensação matte tom pele perfeita... lembre-se, busque orientação dermatologista pois produto ajudou muito, pode talvez atenda expectativas pele oleosa, resumo produto excelente ?. 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Júlia Ribeiro Cumpre combinado      Ainda fase experimentação. pessoa pele oleosa, posso afirmar protetor solar alternativa conta muita qualidade, falar perfume maravilhoso. Usei umas 4 vezes quaase dia todo reaplicar resultado bastante bom. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;STEFANY PONTES FREITAS Surpreendeu      botando muita expectativa nele surpreendeu. começo pensei daria certo pois achei consistência grossa produto antioleosidade, resultado positivo. Passo manhã antes sair casa segura oleosidade brilho rosto dia todo. Notei diminuiu aparecimento novas espinhas. 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Denis P. Ótimo protetor reaplicação      Algumas pessoas falam mal, dia dia acho funciona bem. Uso reaplicar antes almoço sensação pele limpa dá leve matificada. acho controla 12h, pode dizer umas 6h suar. falar suar, onde peca: feito durante dia, escorre acaba melecando suor. vc trabalha escritório sai esporadicamente sol precisa proteção dia dia, acho vale pena preço justo. 5 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antioleosidade FPS60 Solar Expertise Effeito Matte, 40g;L'Oréal Brasil;4.6;Rayssa Nascimento Ótimo produto      Gente protetor maravilhoso, pele super oleosa fica seca usando produto, cheiro protetor. cheiro maravilhoso super indico produto, outro ponto rende pouco produto consegue espalhar rosto todo pescoço. Amei demais. Virou protetor agora. 6 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Preciso destacar velocidade entrega, parabéns produto Ótimo. 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  bom, deixa pele oleosa acinzentada peles negras. cor pouco rosada, pigmenta pele. Seca rápido pele adere bem. surpresa boa. 4 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Produto excelente gastei 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  bom, nao pegajoso, espalha facil, gostei muito! 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  gosto bastante desse filtro solar pois trata pele além proteção solar fica oleoso nada pó translúcido resolva 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Amo produtos dessa marca, muita qualidade custo benefício, protetor espalha bem rende bastante, perfeito 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Achei deixa pele pouquinho oleosa Porém aspecto radiante gostando 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;"FPS 60  Cumpre função bom protetor solar. Sobre ""antirrugas"" cedo pra dizer "
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  bom produto, porém curti alguns pontos, : Pele fica brilhosa deu espinha, acredito pouco oleoso.. protege bem sol ( olha q moro praia) 1 pessoa achou útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  bom, deixa pele oleosa acinzentada peles negras. cor pouco rosada, pigmenta pele. Seca rápido pele adere bem. surpresa boa. 3 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Amo produtos dessa marca, muita qualidade custo benefício, protetor espalha bem rende bastante, perfeito 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 30  Gosto desse protetor pq realmente cumpre promete 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Vale investimento, ainda ondas calor constantes 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  gosto bastante desse filtro solar pois trata pele além proteção solar fica oleoso nada pó translúcido resolva 2 pessoas acharam útil 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Produto boa qualidade preço encontro lojas físicas cidade 
L'Oréal Paris Protetor Solar Facial Antirrugas FPS60 com Ativo Hialurônico Solar Expertise, 40g;L'Oréal Paris;4.6;FPS 60  Excelente produto. Bom custo benefício 
